property_type,bedRoom,bathroom,balcony,agePossession,sector,built_up_area,servant room,store room,furnishing_type,area_room_ratio,luxury_category,floor_category,price
0.0,2.0,2,3.0,1.0,105.0,1364.0,0,0,0,775.0,2.0,2.0,1.1
0.0,3.0,3,2.0,3.0,77.0,1300.0,0,0,0,475.0,1.0,1.0,1.25
1.0,2.0,5,3.0,2.0,26.0,1440.0,0,0,0,720.0,1.0,2.0,3.5
0.0,3.0,4,4.0,0.0,61.0,1607.0,1,0,1,535.6666666666666,0.0,2.0,4.85
0.0,3.0,3,4.0,0.0,27.0,1918.0,1,0,0,762.3333333333334,1.0,2.0,0.92
0.0,3.0,3,4.0,3.0,83.0,1900.0,1,0,0,500.0,2.0,0.0,1.75
0.0,2.0,2,3.0,0.0,44.0,1068.1,0,0,2,682.5,2.0,1.0,0.78
1.0,2.0,3,2.0,2.0,76.0,963.0,0,0,0,481.5,1.0,2.0,1.3
1.0,3.0,3,1.0,3.0,97.0,558.0,0,0,0,186.0,1.0,1.0,0.6
1.0,1.0,4,4.0,2.0,53.0,535.0,0,0,0,538.0,1.0,2.0,1.2
0.0,3.0,3,3.0,3.0,43.0,1702.0,0,0,0,612.6666666666666,1.0,0.0,1.49
0.0,3.0,3,3.0,3.0,8.0,2338.0,1,0,2,925.0,0.0,0.0,2.35
1.0,2.0,3,2.0,3.0,37.0,1200.0,0,0,0,273.5,1.0,1.0,0.58
0.0,2.0,2,2.0,3.0,91.0,1013.0,0,0,0,562.5,2.0,0.0,0.49
1.0,4.0,5,2.0,3.0,15.0,2430.0,1,0,2,607.5,2.0,1.0,5.9
1.0,2.0,3,3.0,0.0,24.0,630.0,0,0,0,315.0,1.0,2.0,0.46
1.0,9.0,9,4.0,3.0,97.0,2610.0,0,0,0,290.0,1.0,2.0,3.5
0.0,4.0,5,4.0,3.0,8.0,2878.0,1,0,0,799.5,2.0,2.0,2.5
0.0,3.0,2,2.0,3.0,13.0,750.0,0,0,0,250.0,2.0,2.0,0.6
0.0,3.0,5,3.0,1.0,77.0,1523.0,1,0,0,711.0,1.0,2.0,1.75
0.0,3.0,3,2.0,3.0,88.0,1700.0,1,0,1,710.6666666666666,0.0,0.0,2.5
1.0,4.0,4,4.0,2.0,40.0,7000.0,1,1,0,1750.0,2.0,1.0,8.0
1.0,1.0,1,0.0,0.0,17.0,900.0,0,0,0,900.0,1.0,1.0,0.7
0.0,3.0,3,1.0,3.0,100.0,576.0,0,0,0,213.3333333333333,1.0,1.0,0.5
0.0,3.0,3,3.0,1.0,8.0,1460.0,0,1,0,376.0,2.0,0.0,1.95
1.0,4.0,4,4.0,0.0,50.0,540.0,1,0,1,789.75,2.0,2.0,2.45
1.0,1.0,1,0.0,0.0,17.0,500.0,0,0,0,500.0,1.0,1.0,0.34
1.0,2.0,2,2.0,0.0,76.0,1080.0,0,0,2,558.0,2.0,1.0,1.55
0.0,3.0,4,4.0,0.0,53.0,1950.0,1,0,0,695.3333333333334,1.0,2.0,2.15
1.0,5.0,6,4.0,2.0,28.0,2430.0,0,0,2,486.0,1.0,2.0,6.0
0.0,3.0,3,3.0,1.0,68.0,1630.0,0,0,0,543.3333333333334,2.0,1.0,2.41
0.0,3.0,4,2.0,3.0,18.0,2200.0,1,0,0,733.3333333333334,2.0,2.0,2.58
1.0,4.0,4,1.0,3.0,54.0,3240.0,0,0,0,810.0,1.0,1.0,8.5
0.0,3.0,3,3.0,4.0,71.0,1645.0,0,0,0,612.6666666666666,1.0,0.0,2.5
0.0,2.0,3,3.0,3.0,14.0,1155.0,0,0,0,765.0,2.0,2.0,0.93
1.0,4.0,4,3.0,3.0,88.0,5480.0,1,1,0,1370.25,2.0,1.0,4.35
0.0,2.0,2,2.0,4.0,68.0,1278.0,0,0,0,575.0,1.0,2.0,1.6
1.0,9.0,9,4.0,1.0,64.0,2700.0,1,0,2,300.0,1.0,1.0,7.25
0.0,4.0,4,4.0,4.0,20.0,2060.0,0,0,0,515.25,2.0,0.0,2.37
0.0,3.0,3,3.0,3.0,13.0,1750.0,0,0,2,647.6666666666666,1.0,2.0,1.2
0.0,2.0,2,4.0,3.0,91.0,1215.0,0,0,0,675.0,2.0,2.0,0.69
0.0,4.0,4,2.0,4.0,63.0,2070.0,0,0,0,575.0,1.0,2.0,2.0
0.0,3.0,3,3.0,4.0,96.0,1480.0,0,0,0,588.3333333333334,2.0,2.0,1.5
0.0,2.0,2,1.0,3.0,91.0,531.0,0,0,0,291.5,2.0,2.0,0.37
0.0,2.0,3,4.0,3.0,92.0,1567.0,0,1,0,870.5,2.0,2.0,1.04
0.0,3.0,3,3.0,3.0,90.0,1600.0,1,0,2,633.3333333333334,0.0,2.0,1.72
0.0,4.0,4,4.0,1.0,74.0,1799.0,0,0,0,500.0,2.0,0.0,1.7
0.0,3.0,4,3.0,0.0,78.0,1622.0,1,0,0,600.6666666666666,2.0,1.0,1.12
0.0,3.0,3,3.0,3.0,96.0,1913.0,1,0,0,708.3333333333334,2.0,2.0,1.5
0.0,2.0,2,4.0,3.0,77.0,1449.0,0,0,2,649.5,2.0,0.0,1.27
0.0,3.0,3,0.0,3.0,54.0,1913.0,1,0,0,858.6666666666666,2.0,0.0,2.0
0.0,3.0,3,2.0,1.0,72.0,1950.0,1,0,1,650.0,2.0,0.0,2.8
0.0,3.0,4,4.0,3.0,93.0,1580.0,0,1,0,643.0,0.0,0.0,1.56
1.0,4.0,4,1.0,3.0,28.0,3000.0,0,0,0,750.0,1.0,1.0,6.0
0.0,4.0,4,3.0,0.0,78.0,2115.0,1,0,0,587.5,1.0,2.0,1.35
0.0,2.0,2,3.0,1.0,98.0,1217.0,0,0,0,758.5,2.0,2.0,0.7
0.0,3.0,3,3.0,3.0,44.0,1587.0,0,0,0,585.3333333333334,1.0,1.0,1.27
0.0,4.0,4,3.0,3.0,84.0,2300.0,1,0,0,625.0,2.0,1.0,1.25
0.0,3.0,3,4.0,0.0,43.0,1593.0,0,0,0,590.0,1.0,0.0,1.0
0.0,2.0,3,3.0,3.0,14.0,978.23,1,0,0,641.5,2.0,1.0,0.9
0.0,4.0,4,3.0,0.0,60.0,3051.0,1,0,2,847.25,2.0,2.0,6.44
1.0,3.0,10,3.0,0.0,39.0,210.0,0,0,0,630.0,1.0,2.0,2.0
0.0,2.0,2,3.0,3.0,88.0,955.0,0,0,0,474.5,2.0,1.0,0.82
0.0,3.0,3,3.0,3.0,77.0,1600.0,0,0,0,551.6666666666666,2.0,0.0,1.82
0.0,2.0,2,2.0,4.0,8.0,1017.0,0,0,0,457.5,1.0,1.0,1.05
0.0,3.0,3,4.0,3.0,14.0,1338.29,1,0,2,667.6666666666666,2.0,2.0,1.68
0.0,5.0,5,4.0,3.0,89.0,2896.0,0,0,1,521.2,1.0,0.0,3.5
0.0,3.0,3,1.0,3.0,75.0,1411.0,0,0,2,522.6666666666666,2.0,0.0,1.29
1.0,5.0,6,4.0,1.0,50.0,4050.0,1,0,2,810.0,0.0,2.0,11.0
0.0,2.0,2,2.0,3.0,92.0,1050.0,0,0,0,475.0,0.0,2.0,0.55
0.0,3.0,4,4.0,3.0,10.0,2061.0,1,0,0,763.3333333333334,0.0,0.0,1.73
0.0,4.0,3,4.0,2.0,55.0,2479.0,0,0,0,688.5,2.0,2.0,2.0
1.0,2.0,2,3.0,3.0,40.0,1400.0,0,0,2,615.0,2.0,1.0,1.15
1.0,3.0,2,2.0,4.0,107.0,1120.0,0,0,0,373.3333333333333,1.0,1.0,0.85
0.0,4.0,4,3.0,3.0,71.0,1975.0,1,0,0,493.75,1.0,1.0,2.85
1.0,3.0,2,1.0,0.0,29.0,594.0,0,0,0,178.33333333333334,1.0,1.0,0.45
0.0,3.0,3,3.0,3.0,91.0,1750.0,0,0,0,466.6666666666667,2.0,2.0,1.35
0.0,2.0,2,1.0,1.0,85.0,546.0,0,0,0,235.5,2.0,2.0,0.36
0.0,4.0,4,4.0,4.0,70.0,3950.0,0,0,0,987.5,2.0,0.0,7.9
1.0,8.0,8,3.0,3.0,26.0,4050.0,0,0,2,506.25,1.0,2.0,9.5
0.0,3.0,3,2.0,3.0,75.0,1420.0,0,0,0,527.0,2.0,2.0,1.4
0.0,4.0,4,2.0,3.0,75.0,1809.0,0,0,0,502.5,2.0,1.0,1.68
0.0,3.0,2,3.0,0.0,28.0,1440.0,0,0,0,480.0,1.0,2.0,0.8
0.0,2.0,2,2.0,3.0,13.0,543.0,0,0,0,240.0,1.0,1.0,0.28
0.0,2.0,2,1.0,1.0,100.0,646.0,0,0,2,295.5,1.0,2.0,0.45
0.0,3.0,4,3.0,2.0,46.0,2222.0,1,0,1,666.6666666666666,1.0,2.0,1.75
0.0,2.0,2,2.0,3.0,73.0,1500.0,0,1,2,675.0,1.0,2.0,1.5
0.0,3.0,3,4.0,2.0,54.0,1895.0,0,0,2,636.6666666666666,1.0,2.0,1.6
0.0,5.0,6,4.0,0.0,20.0,7294.0,0,0,0,1313.0,2.0,0.0,6.0
0.0,3.0,4,2.0,3.0,77.0,1950.0,1,0,0,650.0,1.0,0.0,1.75
0.0,1.0,1,1.0,3.0,18.0,450.0,0,0,0,405.0,1.0,2.0,0.36
1.0,4.0,4,3.0,4.0,32.0,2844.0,1,1,2,711.0,0.0,2.0,3.51
0.0,4.0,5,4.0,3.0,10.0,3000.0,1,1,0,675.0,2.0,1.0,1.35
0.0,4.0,6,4.0,3.0,12.0,2120.0,1,0,0,588.75,2.0,0.0,1.42
0.0,2.0,2,3.0,1.0,77.0,1400.0,0,0,0,500.0,2.0,2.0,1.15
0.0,3.0,3,3.0,3.0,8.0,1311.0,0,0,0,550.0,1.0,2.0,1.6
0.0,3.0,4,3.0,4.0,85.0,1935.0,0,0,0,716.6666666666666,2.0,0.0,1.9
1.0,3.0,9,4.0,0.0,51.0,1836.0,0,0,2,612.0,2.0,2.0,4.49
0.0,3.0,3,4.0,3.0,20.0,1890.0,0,0,0,739.0,0.0,2.0,2.45
0.0,4.0,4,0.0,3.0,100.0,2040.0,0,0,0,510.0,1.0,2.0,1.3
0.0,3.0,2,3.0,1.0,41.0,1201.0,0,0,0,360.3333333333333,1.0,1.0,0.82
0.0,3.0,3,4.0,0.0,6.0,1900.0,1,0,0,862.6666666666666,1.0,2.0,0.91
0.0,3.0,3,4.0,3.0,14.0,2104.0,1,0,0,779.3333333333334,2.0,0.0,2.0
0.0,3.0,3,0.0,3.0,100.0,1572.0,0,0,0,524.0,1.0,2.0,0.7
1.0,2.0,4,2.0,0.0,56.0,945.0,0,1,2,480.0,1.0,2.0,0.96
0.0,3.0,3,1.0,3.0,93.0,1750.0,0,0,2,643.0,0.0,0.0,1.58
0.0,3.0,3,3.0,0.0,61.0,1382.0,0,0,0,460.6666666666667,1.0,1.0,5.7
0.0,3.0,5,3.0,3.0,77.0,1523.0,1,0,0,650.0,2.0,2.0,1.64
0.0,4.0,5,2.0,1.0,98.0,2242.0,1,0,0,641.25,2.0,2.0,1.27
0.0,3.0,3,4.0,3.0,94.0,1990.0,0,0,0,597.0,2.0,2.0,1.3
0.0,3.0,3,2.0,3.0,91.0,1475.0,0,0,0,583.3333333333334,1.0,0.0,1.01
0.0,3.0,2,0.0,1.0,96.0,1423.0,0,0,0,475.0,1.0,2.0,1.71
0.0,2.0,2,4.0,4.0,74.0,1062.0,0,0,0,590.0,2.0,0.0,0.82
0.0,3.0,2,1.0,1.0,93.0,1521.0,0,0,0,563.3333333333334,2.0,1.0,1.25
0.0,3.0,3,4.0,1.0,30.0,2062.0,0,0,1,486.3333333333333,2.0,1.0,4.1
0.0,3.0,3,3.0,3.0,98.0,1667.0,1,0,0,500.0,2.0,2.0,0.95
0.0,3.0,3,4.0,3.0,100.0,1221.18,0,0,0,507.6666666666667,2.0,0.0,0.82
0.0,4.0,4,4.0,1.0,92.0,3134.0,0,0,0,870.5,1.0,0.0,2.7
0.0,3.0,4,4.0,2.0,63.0,2200.0,0,0,2,800.0,0.0,2.0,2.1
0.0,2.0,2,1.0,1.0,102.0,690.0,0,0,2,422.0,2.0,0.0,0.33
1.0,3.0,2,0.0,0.0,57.0,2160.0,0,0,0,720.0,1.0,1.0,7.0
0.0,3.0,3,2.0,3.0,72.0,2200.0,0,0,0,733.6666666666666,2.0,2.0,3.5
0.0,2.0,2,3.0,1.0,96.0,1233.0,0,0,0,555.0,2.0,2.0,1.0
0.0,3.0,3,3.0,1.0,20.0,2268.0,0,0,0,905.0,1.0,2.0,3.21
1.0,2.0,2,1.0,2.0,36.0,1450.0,0,1,0,600.0,1.0,2.0,1.39
1.0,3.0,3,0.0,2.0,47.0,117.0,0,0,0,351.0,1.0,1.0,0.7
0.0,3.0,3,3.0,3.0,100.0,1760.0,1,0,2,706.6666666666666,2.0,2.0,1.6
0.0,3.0,3,3.0,2.0,63.0,1800.0,1,0,2,666.6666666666666,2.0,2.0,1.55
0.0,3.0,3,3.0,3.0,72.0,1800.0,1,1,0,600.0,2.0,0.0,3.2
0.0,3.0,3,3.0,3.0,71.0,1256.0,1,0,1,465.0,0.0,2.0,1.73
0.0,3.0,3,4.0,0.0,54.0,2364.0,1,0,1,821.3333333333334,2.0,2.0,5.15
0.0,2.0,4,2.0,3.0,85.0,1216.0,0,0,0,675.5,2.0,2.0,1.3
0.0,4.0,4,4.0,3.0,10.0,2835.0,1,0,0,787.5,0.0,2.0,2.65
1.0,8.0,8,4.0,3.0,63.0,3240.0,1,0,1,405.0,1.0,2.0,7.5
0.0,3.0,4,3.0,1.0,73.0,1941.0,0,1,2,647.0,0.0,2.0,1.85
0.0,3.0,3,3.0,3.0,90.0,1544.0,1,0,2,633.3333333333334,2.0,2.0,1.75
0.0,4.0,5,4.0,3.0,18.0,2655.0,1,0,0,737.5,2.0,2.0,3.45
0.0,2.0,2,4.0,1.0,96.0,1103.0,0,0,0,551.5,1.0,1.0,0.97
1.0,4.0,4,3.0,0.0,57.0,3240.0,1,0,0,810.0,1.0,1.0,9.8
0.0,2.0,2,2.0,3.0,9.0,696.0,0,0,0,400.0,1.0,2.0,0.5
0.0,3.0,3,3.0,3.0,8.0,1311.0,1,0,2,341.0,2.0,2.0,1.38
0.0,3.0,4,3.0,3.0,15.0,1860.0,1,0,0,731.6666666666666,0.0,2.0,2.2
1.0,4.0,4,4.0,3.0,72.0,3240.0,1,1,2,810.0,0.0,2.0,12.0
0.0,2.0,2,2.0,3.0,20.0,1422.0,0,0,0,838.0,2.0,2.0,1.75
0.0,3.0,3,2.0,1.0,14.0,2109.0,1,0,0,836.6666666666666,2.0,0.0,3.75
0.0,3.0,3,4.0,0.0,61.0,2100.0,1,0,2,733.3333333333334,2.0,2.0,1.75
1.0,9.0,9,4.0,3.0,0.0,2700.0,1,0,1,300.0,1.0,2.0,7.85
0.0,2.0,2,3.0,3.0,94.0,1376.0,0,0,0,808.0,0.0,0.0,1.15
0.0,4.0,4,4.0,1.0,91.0,1886.0,0,0,0,523.75,2.0,2.0,1.05
1.0,4.0,4,0.0,3.0,36.0,3240.0,0,0,0,810.0,1.0,2.0,4.5
0.0,3.0,3,4.0,0.0,6.0,1900.0,1,0,0,862.6666666666666,2.0,2.0,0.86
0.0,4.0,4,3.0,1.0,17.0,3350.0,0,0,0,1015.25,2.0,0.0,4.0
1.0,2.0,2,1.0,1.0,53.0,1150.0,0,0,0,575.0,1.0,2.0,0.49
0.0,2.0,2,3.0,1.0,71.0,1012.0,0,0,0,630.5,1.0,2.0,2.1
0.0,2.0,3,2.0,3.0,67.0,1250.0,1,0,2,460.5,1.0,2.0,2.15
0.0,4.0,4,3.0,0.0,17.0,3060.0,1,0,2,850.0,2.0,2.0,3.45
1.0,3.0,3,4.0,1.0,89.0,2160.0,1,0,0,720.0,1.0,2.0,4.7
0.0,4.0,4,4.0,3.0,10.0,2835.0,1,0,0,787.5,2.0,0.0,2.78
0.0,3.0,3,3.0,3.0,8.0,2222.0,1,1,0,666.6666666666666,2.0,0.0,1.92
0.0,3.0,2,2.0,4.0,10.0,694.0,0,0,0,248.3333333333333,2.0,2.0,0.49
0.0,3.0,2,2.0,3.0,12.0,1359.0,0,0,0,453.0,1.0,2.0,1.82
0.0,3.0,3,2.0,3.0,19.0,2600.0,0,0,2,866.6666666666666,1.0,1.0,3.0
0.0,2.0,2,2.0,1.0,8.0,745.0,0,0,0,457.5,2.0,0.0,0.97
1.0,2.0,2,1.0,2.0,25.0,900.0,1,0,0,450.0,1.0,1.0,1.07
0.0,3.0,3,3.0,4.0,77.0,1679.0,0,0,0,621.6666666666666,2.0,0.0,1.25
0.0,3.0,3,3.0,3.0,8.0,1311.0,1,0,0,550.0,2.0,2.0,1.42
0.0,3.0,4,4.0,3.0,12.0,1186.0,1,0,2,586.6666666666666,0.0,0.0,1.15
0.0,4.0,4,4.0,3.0,79.0,2925.0,1,0,2,812.5,0.0,1.0,4.25
0.0,2.0,2,2.0,1.0,103.0,670.0,0,0,2,281.0,2.0,0.0,0.41
0.0,3.0,3,4.0,0.0,63.0,1710.0,0,0,2,633.3333333333334,2.0,1.0,1.45
0.0,3.0,3,3.0,3.0,90.0,1614.0,0,1,0,500.0,2.0,2.0,1.05
1.0,6.0,6,0.0,0.0,57.0,4861.0,0,0,0,810.1666666666666,1.0,1.0,13.2
0.0,4.0,3,3.0,0.0,59.0,2085.0,1,0,1,587.5,2.0,2.0,2.0
0.0,1.0,1,1.0,3.0,102.0,407.0,0,0,0,357.0,2.0,1.0,0.2
0.0,3.0,3,3.0,3.0,98.0,1630.0,0,0,2,581.3333333333334,2.0,0.0,1.17
1.0,5.0,4,3.0,4.0,47.0,146.0,0,0,0,262.8,1.0,2.0,0.8
0.0,2.0,2,2.0,3.0,42.0,1479.0,0,0,0,739.5,2.0,0.0,2.3
0.0,3.0,3,3.0,3.0,30.0,1860.0,0,0,1,620.0,1.0,2.0,2.55
0.0,3.0,3,3.0,3.0,91.0,1823.0,0,0,0,679.0,2.0,2.0,0.89
1.0,4.0,4,4.0,3.0,72.0,5574.7,1,1,0,1402.0,2.0,2.0,9.01
0.0,3.0,3,3.0,4.0,70.0,1350.0,0,0,0,450.0,1.0,1.0,3.5
0.0,3.0,3,2.0,3.0,98.0,1650.0,0,0,0,550.0,1.0,0.0,1.26
0.0,2.0,2,3.0,1.0,77.0,1136.0,0,0,0,631.0,2.0,0.0,1.65
1.0,3.0,3,2.0,0.0,55.0,1268.0,1,1,2,422.6666666666667,2.0,1.0,2.8
0.0,4.0,4,2.0,3.0,75.0,1389.0,0,0,0,312.5,0.0,1.0,1.92
0.0,2.0,2,3.0,3.0,40.0,1385.0,0,0,0,692.5,2.0,0.0,1.25
1.0,4.0,4,4.0,0.0,39.0,1449.0,1,1,2,362.25,1.0,2.0,3.25
1.0,9.0,9,4.0,0.0,48.0,2367.0,1,1,2,263.0,2.0,2.0,5.0
0.0,3.0,2,2.0,2.0,63.0,1275.0,0,0,0,433.3333333333333,0.0,1.0,1.35
0.0,2.0,2,3.0,3.0,10.0,1142.0,0,0,0,634.5,2.0,2.0,0.75
1.0,5.0,5,4.0,3.0,15.0,3600.0,1,1,0,720.0,2.0,1.0,9.5
0.0,3.0,3,4.0,4.0,9.0,1940.0,1,0,0,646.6666666666666,1.0,2.0,1.2
0.0,2.0,2,2.0,0.0,84.0,1422.0,0,0,0,640.0,2.0,0.0,0.69
0.0,2.0,2,1.0,3.0,93.0,668.0,0,0,0,300.5,1.0,1.0,0.5
0.0,2.0,2,0.0,0.0,78.0,1200.0,0,0,0,600.0,1.0,2.0,0.95
1.0,4.0,6,2.0,2.0,21.0,1710.0,0,0,0,427.5,1.0,1.0,6.0
0.0,4.0,5,4.0,1.0,9.0,2403.0,1,0,0,667.5,1.0,0.0,2.0
0.0,2.0,2,1.0,1.0,105.0,552.0,0,0,0,248.5,1.0,2.0,0.27
0.0,3.0,2,1.0,3.0,102.0,716.0,0,0,2,214.66666666666663,2.0,1.0,0.38
0.0,2.0,2,2.0,4.0,75.0,986.0,0,0,0,547.5,1.0,2.0,0.75
0.0,3.0,2,2.0,4.0,100.0,1135.0,0,0,0,420.3333333333333,1.0,2.0,0.61
0.0,3.0,3,3.0,3.0,89.0,1800.0,0,0,2,625.6666666666666,0.0,2.0,1.28
0.0,4.0,4,4.0,3.0,10.0,2835.0,1,0,0,787.5,0.0,0.0,2.62
0.0,4.0,4,4.0,0.0,99.0,2604.0,1,0,0,586.0,2.0,2.0,1.8
1.0,1.0,1,1.0,3.0,46.0,450.0,0,0,0,450.0,1.0,1.0,0.34
0.0,3.0,3,3.0,3.0,93.0,1700.0,0,0,2,643.0,0.0,0.0,1.59
0.0,2.0,2,2.0,1.0,69.0,1358.0,1,0,0,736.5,2.0,0.0,2.1
0.0,3.0,2,2.0,3.0,100.0,1473.0,0,0,0,442.0,1.0,2.0,0.8
0.0,2.0,2,2.0,1.0,71.0,1179.0,0,0,0,655.0,2.0,0.0,2.1
0.0,3.0,4,4.0,4.0,68.0,2250.0,1,0,0,750.0,2.0,0.0,3.87
0.0,2.0,2,1.0,3.0,102.0,610.0,0,0,2,274.5,2.0,2.0,0.31
0.0,3.0,5,3.0,1.0,105.0,1732.0,1,0,0,665.6666666666666,2.0,0.0,1.32
0.0,3.0,3,2.0,3.0,75.0,1301.0,0,0,0,536.3333333333334,2.0,1.0,1.43
0.0,4.0,5,3.0,3.0,17.0,3060.0,1,0,0,850.0,0.0,2.0,3.7
1.0,3.0,2,0.0,3.0,40.0,900.0,0,0,0,300.0,1.0,1.0,0.85
0.0,3.0,3,3.0,3.0,44.0,1559.0,0,0,0,580.6666666666666,1.0,1.0,1.25
0.0,3.0,3,4.0,3.0,15.0,1935.0,1,0,2,716.6666666666666,1.0,0.0,1.65
0.0,2.0,2,3.0,3.0,92.0,1730.0,0,0,0,870.5,1.0,2.0,1.24
0.0,3.0,4,4.0,3.0,19.0,2225.56,1,0,2,988.3333333333334,0.0,0.0,3.65
1.0,5.0,6,0.0,0.0,57.0,3000.0,0,0,0,600.0,1.0,1.0,6.5
0.0,3.0,3,2.0,3.0,84.0,1730.0,0,0,2,576.6666666666666,2.0,2.0,0.95
0.0,3.0,3,3.0,3.0,8.0,1311.0,1,0,0,550.0,2.0,2.0,1.35
0.0,2.0,2,3.0,4.0,100.0,843.0,0,0,0,350.0,1.0,1.0,0.78
0.0,4.0,3,3.0,3.0,102.0,2824.0,1,0,0,635.5,1.0,2.0,1.1
0.0,2.0,2,2.0,1.0,105.0,1127.0,0,0,0,626.0,1.0,2.0,0.85
0.0,4.0,5,4.0,3.0,79.0,2625.0,1,0,0,765.75,1.0,2.0,3.5
0.0,3.0,3,4.0,0.0,61.0,2000.0,0,0,2,700.0,2.0,2.0,1.55
0.0,2.0,2,1.0,3.0,78.0,600.0,0,0,2,319.5,1.0,2.0,0.55
0.0,2.0,2,4.0,3.0,81.0,1582.0,0,0,0,712.0,2.0,0.0,1.78
1.0,9.0,9,4.0,0.0,3.0,3510.0,1,0,0,390.0,1.0,2.0,14.0
0.0,2.0,2,2.0,3.0,72.0,1042.0,0,0,0,577.0,1.0,2.0,1.32
0.0,3.0,3,3.0,4.0,10.0,1361.0,0,0,2,563.0,2.0,0.0,1.9
0.0,2.0,2,3.0,1.0,74.0,1311.0,0,0,0,590.0,1.0,0.0,1.0
0.0,3.0,4,4.0,3.0,88.0,2475.0,1,0,2,886.6666666666666,0.0,2.0,2.2
0.0,3.0,3,1.0,4.0,68.0,1549.0,0,0,0,516.3333333333334,2.0,1.0,2.5
0.0,3.0,3,3.0,1.0,82.0,1764.0,1,0,0,653.3333333333334,2.0,1.0,1.08
0.0,3.0,3,4.0,3.0,54.0,2395.0,0,0,2,798.3333333333334,0.0,2.0,3.65
0.0,3.0,3,0.0,4.0,96.0,1910.0,0,0,0,638.3333333333334,2.0,0.0,0.9
0.0,3.0,4,4.0,3.0,61.0,1875.0,1,0,2,625.0,1.0,2.0,4.86
0.0,4.0,4,4.0,0.0,75.0,2160.0,1,0,0,600.0,1.0,2.0,2.6
0.0,4.0,4,3.0,1.0,43.0,2199.0,1,0,0,520.0,2.0,1.0,2.08
1.0,1.0,1,0.0,2.0,97.0,450.0,0,0,0,450.0,1.0,1.0,0.36
0.0,2.0,2,2.0,3.0,73.0,778.0,0,0,0,353.0,1.0,1.0,0.56
0.0,3.0,2,2.0,1.0,102.0,864.0,0,0,1,333.3333333333333,1.0,0.0,0.55
0.0,3.0,3,3.0,3.0,72.0,1950.0,0,0,2,650.0,2.0,0.0,2.85
0.0,4.0,4,4.0,0.0,54.0,3000.0,0,0,0,675.0,1.0,1.0,3.45
1.0,5.0,6,4.0,0.0,1.0,2700.0,1,1,2,540.0,2.0,2.0,8.25
0.0,3.0,3,3.0,3.0,9.0,1845.0,0,0,0,615.0,1.0,1.0,1.57
0.0,3.0,3,3.0,3.0,12.0,1145.0,0,0,0,344.6666666666667,0.0,0.0,1.2
0.0,2.0,2,4.0,1.0,85.0,1216.0,0,0,2,707.5,1.0,2.0,1.1
0.0,3.0,3,3.0,3.0,77.0,1523.0,1,0,0,650.0,1.0,2.0,1.55
0.0,3.0,3,4.0,3.0,73.0,2023.0,1,0,2,803.6666666666666,0.0,0.0,3.05
0.0,3.0,3,4.0,3.0,63.0,1900.0,1,0,2,666.6666666666666,2.0,2.0,1.5
0.0,2.0,2,2.0,3.0,8.0,1223.0,0,0,0,679.5,2.0,2.0,1.35
0.0,2.0,2,2.0,1.0,41.0,822.0,0,0,0,411.0,2.0,2.0,0.58
0.0,3.0,3,3.0,0.0,71.0,3027.0,0,0,1,1121.0,1.0,2.0,5.9
0.0,4.0,3,2.0,3.0,100.0,1710.0,0,0,0,475.0,1.0,2.0,0.8
1.0,4.0,4,4.0,3.0,34.0,9000.0,1,1,2,2250.0,2.0,1.0,23.0
0.0,2.0,2,2.0,3.0,89.0,1287.0,0,0,2,714.0,2.0,0.0,0.86
0.0,3.0,4,3.0,3.0,77.0,2350.0,1,0,0,783.3333333333334,1.0,0.0,2.8
0.0,3.0,2,1.0,3.0,102.0,716.0,0,0,2,214.66666666666663,2.0,2.0,0.37
1.0,4.0,5,3.0,2.0,57.0,2160.0,1,0,2,540.0,2.0,2.0,6.8
0.0,4.0,4,4.0,3.0,63.0,2300.0,0,0,2,600.0,2.0,2.0,2.09
0.0,4.0,4,4.0,3.0,72.0,3500.0,1,1,2,932.75,0.0,0.0,4.85
1.0,3.0,2,1.0,2.0,7.0,250.0,1,0,0,780.0,1.0,1.0,2.25
1.0,4.0,4,2.0,0.0,57.0,4500.0,1,0,0,1125.0,0.0,1.0,15.0
0.0,2.0,2,3.0,3.0,77.0,1215.0,0,0,0,675.0,1.0,2.0,1.25
0.0,3.0,4,4.0,1.0,102.0,1959.0,1,0,0,655.0,1.0,2.0,2.0
0.0,2.0,2,2.0,4.0,68.0,1333.0,0,0,0,600.0,2.0,1.0,1.47
1.0,4.0,5,4.0,0.0,54.0,4000.0,1,0,2,1000.0,1.0,1.0,8.4
0.0,3.0,3,3.0,3.0,71.0,1600.0,1,0,2,550.0,1.0,2.0,2.4
0.0,2.0,2,2.0,3.0,20.0,1076.0,0,0,0,638.0,2.0,2.0,1.45
0.0,4.0,4,3.0,3.0,92.0,2600.0,1,0,0,703.0,1.0,2.0,2.1
0.0,3.0,4,4.0,0.0,10.0,2205.0,1,0,0,816.6666666666666,2.0,2.0,2.3
0.0,3.0,3,4.0,3.0,15.0,1466.0,0,0,0,583.3333333333334,1.0,2.0,1.4
1.0,5.0,4,1.0,0.0,16.0,2025.0,0,0,0,405.0,1.0,1.0,4.0
0.0,3.0,3,3.0,3.0,8.0,1311.0,1,0,0,341.0,0.0,2.0,1.45
0.0,3.0,3,3.0,0.0,44.0,1537.0,0,0,2,512.3333333333334,2.0,2.0,0.9
