property_type,price,bedRoom,bathroom,balcony,agePossession,sector,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,4.55,4.0,4,3+,Relatively New,sector 67,2817.0,1,0,2,High,High Floor
house,1.7,3.0,3,0,Old Property,sector 12a,200.0,0,0,0,Low,Low Floor
house,1.87,3.0,4,0,Relatively New,sector 109,2150.0,0,0,0,Low,High Floor
flat,1.25,3.0,3,2,Relatively New,sector 79,1208.0,0,0,2,High,Low Floor
flat,0.98,2.0,3,3,Relatively New,sector 108,978.23,0,0,0,Medium,Mid Floor
flat,1.83,3.0,4,3+,Relatively New,sector 104,2000.0,1,0,0,High,Mid Floor
house,1.5,6.0,1,0,New Property,sector 5,3000.0,0,0,0,Low,Low Floor
flat,2.1,4.0,4,3,Relatively New,sector 51,2300.0,0,0,0,Medium,Low Floor
flat,1.45,3.0,4,3+,Relatively New,sector 109,1797.0,1,0,0,Medium,Mid Floor
flat,1.3,4.0,6,2,New Property,sector 86,2508.0,1,0,0,Medium,High Floor
flat,0.5,1.0,1,1,Relatively New,sector 36a,600.0,0,0,0,Low,Mid Floor
flat,1.25,3.0,4,3,Relatively New,sector 86,1332.0,0,0,0,Low,Low Floor
flat,1.85,3.0,4,3,Old Property,sector 56,2278.0,1,0,0,Medium,Mid Floor
flat,1.12,3.0,3,2,Relatively New,sector 83,1200.0,1,1,2,High,Mid Floor
flat,0.49,2.0,2,3,Relatively New,sector 81,700.0,0,0,0,Medium,Mid Floor
house,6.3,4.0,5,3+,Relatively New,sector 109,7000.0,0,0,2,Medium,Low Floor
flat,0.45,2.0,2,1,Under Construction,sector 86,646.0,0,0,0,Medium,Mid Floor
flat,2.7,4.0,4,3+,Moderately Old,sector 82,2576.0,1,0,0,Low,High Floor
flat,1.2,2.0,2,3,Relatively New,sector 85,1300.0,0,0,2,High,Mid Floor
flat,1.75,3.0,4,3+,Relatively New,sector 70,1706.0,0,0,1,Low,High Floor
house,1.5,5.0,5,2,Old Property,sector 12,1350.0,0,0,0,Low,Mid Floor
flat,1.93,3.0,3,2,Under Construction,sector 113,1421.0,0,0,0,Medium,Mid Floor
flat,1.3,3.0,3,3,Relatively New,sector 83,1383.0,1,0,2,High,High Floor
flat,1.62,3.0,2,3+,Relatively New,sector 88a,1455.0,0,0,1,Low,Mid Floor
flat,1.45,2.0,2,3,Under Construction,sector 79,1578.0,0,0,0,Medium,High Floor
flat,3.0,3.0,3,2,Relatively New,sector 66,1950.0,1,0,0,Medium,High Floor
flat,2.1,2.0,2,3,New Property,sector 62,1500.0,0,0,2,Low,High Floor
flat,0.6,2.0,2,3,Relatively New,sector 95,1250.0,0,0,0,Low,Mid Floor
flat,2.1,2.0,2,2,Under Construction,sector 108,1243.0,0,0,0,Medium,Mid Floor
flat,0.22,1.0,1,1,New Property,sector 95,306.0,0,0,0,Low,Low Floor
flat,0.51,3.0,2,2,Relatively New,sector 107,717.0,0,0,0,Low,Mid Floor
flat,2.79,4.0,4,3+,Relatively New,sector 65,2194.0,1,0,1,High,Low Floor
house,15.0,5.0,5,3,Moderately Old,sector 25,6400.0,1,0,2,Medium,Low Floor
flat,0.7,3.0,2,2,Relatively New,sector 92,1325.0,0,0,0,Medium,Mid Floor
flat,15.0,5.0,6,3+,Relatively New,sector 48,7444.0,1,0,1,Low,High Floor
flat,3.0,3.0,5,3+,Old Property,sector 28,2576.0,0,0,0,Low,Mid Floor
flat,1.2,4.0,3,2,Moderately Old,sector 9,2000.0,0,0,2,Low,Mid Floor
flat,1.7,2.0,2,2,Under Construction,sector 61,1278.0,0,0,0,Low,Mid Floor
flat,1.95,4.0,4,2,Relatively New,sector 69,1809.0,0,0,0,High,Low Floor
flat,0.96,3.0,3,3,New Property,sector 95,1720.0,0,1,0,Low,Mid Floor
flat,2.0,2.0,2,2,New Property,sector 65,1179.0,0,0,2,High,High Floor
flat,1.9,3.0,2,2,Relatively New,sector 113,1281.0,0,0,2,High,Mid Floor
flat,1.75,3.0,4,3+,Relatively New,sector 104,2061.0,1,0,0,Medium,High Floor
house,10.55,5.0,6,3+,Moderately Old,sector 25,2700.0,1,1,0,Medium,Mid Floor
flat,0.29,1.0,1,0,Moderately Old,sector 52,278.0,0,0,2,Low,Low Floor
house,0.8,1.0,1,0,New Property,sector 69,763.0,0,0,0,Low,Low Floor
flat,0.45,2.0,2,2,New Property,sector 95a,632.0,0,0,2,Low,Low Floor
flat,5.0,4.0,4,3+,Moderately Old,sector 72,4500.0,1,0,2,High,Low Floor
flat,1.34,2.0,2,3,Relatively New,sector 79,1415.0,0,0,0,High,Low Floor
flat,2.33,2.0,2,3,Under Construction,sector 65,1135.0,0,0,2,Low,High Floor
flat,2.0,2.0,2,2,Relatively New,sector 65,1433.0,0,0,0,Low,High Floor
flat,2.57,4.0,5,3+,Under Construction,sector 113,2060.0,0,0,2,Medium,High Floor
house,4.95,6.0,5,3+,Relatively New,sector 2,2430.0,1,0,0,Medium,Mid Floor
house,0.89,1.0,1,0,Relatively New,sector 81,1095.0,0,0,0,Low,Low Floor
house,10.5,5.0,5,3,Moderately Old,sector 25,3618.0,1,0,0,Low,Mid Floor
house,13.0,6.0,8,3+,Relatively New,sector 25,2844.0,1,1,1,Low,Low Floor
house,8.0,6.0,7,3+,Moderately Old,sector 67,3600.0,1,1,2,High,Mid Floor
flat,1.24,3.0,3,3+,Relatively New,sector 90,1600.0,0,0,0,Medium,Mid Floor
flat,0.95,2.0,2,3+,Relatively New,sector 106,940.0,0,0,0,Low,Low Floor
flat,1.42,2.0,2,2,Relatively New,sector 65,1010.0,0,0,2,High,Mid Floor
flat,1.83,4.0,3,3,New Property,sector 92,2093.0,1,0,0,Medium,Mid Floor
flat,1.6,3.0,3,2,Relatively New,sector 69,1420.0,0,0,0,Low,Low Floor
flat,2.54,3.0,3,3,Under Construction,sector 61,1639.0,0,1,0,Low,Low Floor
house,1.5,3.0,3,2,New Property,sector 63,2385.0,0,0,0,Low,Low Floor
flat,1.4,3.0,3,1,Relatively New,sector 69,1411.0,0,0,0,High,High Floor
flat,1.55,3.0,4,1,Relatively New,sector 33,1413.0,1,0,0,Low,Low Floor
flat,0.85,3.0,3,3+,Moderately Old,sector 1,1935.0,1,0,0,Low,Mid Floor
flat,0.26,1.0,1,2,Relatively New,sector 104,301.0,0,0,0,Medium,Low Floor
house,1.65,1.0,1,0,Moderately Old,sector 41,1200.0,0,0,0,Low,Low Floor
flat,1.25,3.0,2,1,Relatively New,sector 83,1645.0,1,1,1,High,Mid Floor
flat,1.4,3.0,4,3+,Under Construction,sector 106,1584.0,1,0,0,Medium,High Floor
flat,2.85,3.0,4,3+,Relatively New,sector 60,2045.0,1,0,2,High,Mid Floor
house,0.75,2.0,2,0,Old Property,sector 5,130.0,0,0,0,Low,Low Floor
flat,2.65,3.0,4,3,Moderately Old,sector 49,2251.0,1,0,2,Medium,High Floor
flat,2.22,3.0,2,3,Relatively New,sector 68,1395.0,0,0,0,Low,Mid Floor
flat,1.4,3.0,3,1,Relatively New,sector 69,1372.0,0,0,0,High,High Floor
house,1.35,5.0,5,3+,Relatively New,sector 47,1350.0,0,0,0,Low,Mid Floor
house,2.4,10.0,5,3,Old Property,shivpuri,2700.0,1,0,0,Low,Low Floor
house,16.0,5.0,6,3,Old Property,sector 26,4500.0,0,0,0,Low,Low Floor
flat,1.65,3.0,3,3,Old Property,sector 47,1901.0,0,0,2,Medium,Low Floor
house,0.42,2.0,2,1,Relatively New,sector 10,900.0,0,0,0,Low,Low Floor
flat,1.37,3.0,3,1,Relatively New,sector 69,1565.0,0,0,0,Medium,High Floor
flat,6.16,4.0,5,3+,New Property,sector 22,3333.0,1,0,2,Low,Mid Floor
house,3.2,3.0,3,2,Old Property,sector 9,2367.0,0,0,2,Low,Low Floor
house,5.0,4.0,4,2,Old Property,sector 23,3078.0,0,0,0,Low,Low Floor
flat,1.3,3.0,3,3,Relatively New,sector 107,1542.0,0,0,0,Medium,Mid Floor
flat,1.75,3.0,3,3,Old Property,sector 48,2200.0,1,0,1,Medium,Mid Floor
house,4.0,4.0,4,3+,Relatively New,sector 70,6000.0,1,0,0,High,Low Floor
flat,1.05,3.0,3,3,Moderately Old,sector 83,1464.0,0,0,2,Medium,Mid Floor
flat,1.05,2.0,2,2,New Property,sector 68,1200.0,0,0,2,Medium,High Floor
house,5.7,5.0,4,2,Moderately Old,sector 21,4851.0,1,1,2,Low,Low Floor
flat,0.38,2.0,2,2,Relatively New,sector 6,602.0,0,0,0,Low,Low Floor
flat,3.4,3.0,4,3+,Relatively New,sector 67,2122.0,1,0,2,High,High Floor
flat,1.87,3.0,4,3,Relatively New,sector 85,2225.0,0,0,0,Low,Mid Floor
house,2.4,8.0,4,2,Old Property,sector 10,242.0,0,0,0,Low,Low Floor
flat,1.44,3.0,3,3+,Relatively New,sector 37c,1784.0,1,0,0,Low,Low Floor
flat,0.98,2.0,2,3,Relatively New,sector 83,1300.0,0,0,2,Medium,Mid Floor
flat,2.4,3.0,3,3+,Moderately Old,sector 47,1878.0,1,0,2,Medium,Mid Floor
flat,4.5,4.0,6,3+,Relatively New,sector 81,3780.0,1,0,2,Low,High Floor
flat,1.18,2.0,2,3,Relatively New,sector 85,1630.0,0,0,0,Low,Mid Floor
flat,1.55,3.0,3,3,Relatively New,sector 92,1787.0,1,0,2,Medium,High Floor
house,3.3,1.0,1,0,Under Construction,sector 43,1242.0,0,0,0,Low,Low Floor
flat,0.99,2.0,2,3,Under Construction,sector 78,1459.0,0,0,0,Low,High Floor
flat,2.0,2.0,2,2,Relatively New,sector 22,1533.0,0,0,0,Low,Mid Floor
flat,8.5,4.0,4,0,Under Construction,sector 63,3950.0,0,0,0,Medium,High Floor
flat,0.95,2.0,2,1,New Property,sector 70,930.0,0,0,2,Medium,High Floor
flat,1.14,2.0,2,3,Relatively New,sector 85,1476.0,0,0,0,Medium,Mid Floor
flat,1.1,3.0,1,0,New Property,sector 89,1103.0,0,0,0,Low,Low Floor
flat,1.15,3.0,3,3+,Relatively New,sector 90,1737.0,1,0,0,Medium,Mid Floor
flat,1.8,3.0,3,2,New Property,sector 67,1547.0,0,1,2,High,Mid Floor
flat,1.35,3.0,3,3,Relatively New,sector 102,1311.0,1,0,0,Medium,Mid Floor
flat,1.63,3.0,3,3,New Property,sector 70,1523.0,1,0,0,Low,Mid Floor
flat,0.95,2.0,2,3,New Property,sector 79,1377.0,0,0,0,Low,Mid Floor
flat,1.39,3.0,3,3,Relatively New,sector 102,1485.0,1,0,2,Low,Mid Floor
flat,1.2,2.0,2,3,Relatively New,sector 68,979.0,0,0,1,Medium,Low Floor
flat,2.3,3.0,3,2,Under Construction,sector 61,1467.0,0,0,0,Medium,Low Floor
flat,3.49,4.0,5,3,Relatively New,sector 110,3060.0,1,0,0,High,Mid Floor
flat,0.93,3.0,3,3,Relatively New,sector 85,1587.0,0,0,0,Low,Mid Floor
flat,0.94,3.0,3,2,Moderately Old,sector 9,1722.0,0,0,2,Medium,Mid Floor
house,7.0,5.0,5,3+,Relatively New,sector 43,2700.0,1,0,2,Low,Mid Floor
flat,2.15,3.0,4,3+,Relatively New,sector 108,4600.0,0,0,0,Low,High Floor
flat,1.45,3.0,3,2,Relatively New,sector 102,1485.0,1,0,0,High,Mid Floor
flat,1.8,3.0,5,3,New Property,sector 70,2167.0,0,0,0,Medium,Low Floor
flat,0.85,2.0,2,2,Moderately Old,sector 83,1100.0,0,0,2,Medium,High Floor
flat,1.4,2.0,2,3,Relatively New,sector 102,1282.0,0,0,0,Medium,Low Floor
flat,0.97,2.0,2,2,Relatively New,sector 102,824.0,0,0,0,Medium,High Floor
flat,0.95,3.0,3,2,Moderately Old,sector 9,1395.0,0,0,0,Low,Mid Floor
flat,1.49,3.0,4,3+,Relatively New,sector 107,2125.0,1,1,2,High,Mid Floor
flat,2.5,2.0,2,3,Relatively New,sector 112,1939.03,0,0,2,High,Mid Floor
flat,0.92,3.0,3,3,Relatively New,sector 77,1598.0,0,0,2,Low,High Floor
flat,1.98,3.0,3,3+,Relatively New,sector 102,2222.0,1,0,2,Medium,Mid Floor
flat,1.5,3.0,2,3+,Relatively New,sector 37,1368.0,0,0,0,Low,High Floor
flat,1.05,2.0,2,3+,Relatively New,sector 85,1504.0,0,1,0,Medium,Mid Floor
house,1.9,10.0,9,3+,Relatively New,sector 24,5018.0,0,0,1,Low,Mid Floor
flat,1.25,3.0,3,3,Relatively New,sector 90,1548.0,0,0,0,Medium,High Floor
house,3.5,2.0,6,3,Relatively New,sector 28,1350.0,0,0,0,Low,Mid Floor
house,5.8,6.0,6,3,Relatively New,sector 43,1935.0,1,0,2,Low,Low Floor
flat,1.42,4.0,4,3,Relatively New,sector 83,2000.0,1,0,0,Medium,Mid Floor
flat,1.55,3.0,3,2,Relatively New,sector 69,1420.0,0,0,2,Medium,Low Floor
flat,0.75,2.0,2,3,Relatively New,sector 76,1193.0,0,0,2,Low,High Floor
flat,0.6,2.0,1,1,Relatively New,sector 69,667.0,0,0,0,Low,High Floor
house,16.0,6.0,5,2,Relatively New,sector 25,6000.0,0,0,0,Low,Mid Floor
flat,0.9,3.0,3,3+,Moderately Old,sector 1a,2059.0,1,0,0,Low,Mid Floor
flat,2.78,3.0,3,3+,Relatively New,sector 67,2047.0,0,0,2,High,Mid Floor
flat,2.82,3.0,3,3,Relatively New,sector 60,2400.0,1,0,2,High,Low Floor
flat,0.5,2.0,2,2,Old Property,sector 86,573.0,0,0,0,Low,Mid Floor
flat,1.5,3.0,4,3+,Relatively New,sector 91,1780.0,1,0,0,Medium,Mid Floor
house,3.6,4.0,4,2,Old Property,sector 57,1728.0,1,1,0,Medium,Low Floor
flat,2.5,3.0,4,3,Relatively New,sector 70,2115.0,1,1,2,High,Mid Floor
flat,0.9,3.0,3,3+,Moderately Old,sector 1,1900.0,1,0,0,Low,Mid Floor
flat,1.35,4.0,5,3+,Relatively New,sector 104,2991.0,1,1,0,Medium,Low Floor
flat,0.65,1.0,1,1,Moderately Old,sector 56,839.0,0,0,0,Medium,Low Floor
house,5.25,4.0,4,2,Old Property,c block sushant lok phase 1,1935.0,1,0,2,Medium,Low Floor
flat,1.92,3.0,3,2,Under Construction,sector 76,1628.0,0,0,0,Medium,Mid Floor
flat,1.0,2.0,2,2,Relatively New,sector 82,1292.0,0,0,0,Medium,High Floor
flat,2.85,3.0,3,3+,New Property,sector 113,2217.0,1,0,0,Medium,Mid Floor
flat,2.2,4.0,4,3,Relatively New,sector 84,3222.0,1,0,0,Low,Mid Floor
house,0.65,2.0,2,1,Moderately Old,sector 110,1125.0,0,1,0,Low,Low Floor
house,8.25,4.0,4,3+,Relatively New,sector 48,2160.0,1,1,2,High,Mid Floor
flat,0.75,2.0,2,3+,Relatively New,sector 107,1198.0,0,0,0,High,High Floor
flat,1.2,3.0,3,3,Relatively New,sector 79,1161.0,0,0,2,High,High Floor
flat,2.3,3.0,4,3+,Relatively New,sector 81,2280.0,1,0,2,Low,Mid Floor
flat,1.5,3.0,3,3+,Moderately Old,sector 54,1700.0,0,0,2,Medium,Mid Floor
flat,1.31,2.0,2,2,Relatively New,sector 85,1822.0,1,0,0,Medium,Mid Floor
house,0.55,2.0,4,0,Moderately Old,sector 105,56.0,0,0,0,Low,Low Floor
house,3.25,5.0,6,3+,Relatively New,sector 56,1512.0,0,0,2,Low,Mid Floor
flat,2.44,3.0,3,2,Under Construction,sector 65,1645.0,0,0,0,Low,Mid Floor
flat,1.25,4.0,3,0,Under Construction,sector 92,2040.0,0,0,0,Low,High Floor
house,3.5,6.0,5,2,Old Property,sector 5,2250.0,1,0,1,High,Mid Floor
flat,2.99,3.0,3,3,Relatively New,sector 66,2000.0,1,0,2,Low,Mid Floor
flat,1.19,2.0,2,3,Relatively New,sector 88a,1383.0,0,0,2,High,High Floor
flat,0.7,2.0,2,3,Moderately Old,sector 108,1720.0,0,0,2,Low,Low Floor
flat,0.95,2.0,2,2,Relatively New,sector 88a,1452.0,0,0,0,Medium,Mid Floor
flat,0.75,2.0,2,3,Moderately Old,sector 37,1410.0,0,0,0,Medium,High Floor
flat,2.64,3.0,4,3+,Moderately Old,sector 49,2252.0,1,0,2,Medium,Low Floor
flat,0.4,2.0,2,2,New Property,sector 99,731.0,0,0,0,Medium,Mid Floor
flat,0.95,2.0,2,2,Moderately Old,sector 71,1078.0,0,0,2,Medium,Mid Floor
flat,1.0,1.0,1,1,Relatively New,sector 67,826.0,0,0,0,Low,High Floor
house,0.9,3.0,1,0,Moderately Old,sector 3,1008.0,0,0,0,Low,Low Floor
house,4.5,2.0,8,3+,Relatively New,sector 24,1350.0,1,1,2,Medium,Mid Floor
flat,1.55,3.0,4,3,Relatively New,sector 92,1796.0,1,0,0,Low,Mid Floor
flat,0.5,1.0,1,2,Old Property,sector 56,667.0,0,0,0,Low,Mid Floor
flat,1.15,3.0,3,2,Moderately Old,sector 71,1537.0,1,0,2,Medium,High Floor
flat,0.37,1.0,1,1,Relatively New,sector 36a,317.0,0,0,2,Medium,Mid Floor
flat,1.1,3.0,3,3,Relatively New,sector 37,1700.0,0,0,0,Medium,Mid Floor
flat,2.95,3.0,3,3,Relatively New,sector 67,2144.0,1,0,2,High,Mid Floor
house,4.15,5.0,4,2,Old Property,sector 14,2250.0,0,0,2,Medium,Low Floor
flat,1.17,2.0,3,3,Relatively New,sector 85,1550.0,0,0,0,Low,Mid Floor
flat,2.34,3.0,4,3+,Relatively New,sector 81,1760.0,1,0,1,High,High Floor
flat,0.78,2.0,2,2,Relatively New,sector 83,850.0,0,0,2,High,Mid Floor
flat,1.2,2.0,2,3,Moderately Old,sector 103,1281.0,0,0,0,Low,Mid Floor
house,2.9,4.0,4,3,Relatively New,sector 2,1557.0,0,1,2,Low,Low Floor
flat,1.37,3.0,3,1,Relatively New,sector 69,1384.0,0,0,0,Medium,High Floor
house,1.6,1.0,1,2,Old Property,sector 39,892.0,0,0,0,Low,Low Floor
flat,1.2,2.0,2,3+,Relatively New,sector 85,1486.0,0,1,0,Medium,Mid Floor
flat,2.55,3.0,4,3,Relatively New,sector 49,2060.0,0,0,2,Low,Mid Floor
flat,2.2,3.0,3,3,New Property,sector 74,1816.0,0,0,2,Low,High Floor
flat,1.23,3.0,5,3,Relatively New,sector 99a,1797.0,1,0,0,Medium,Mid Floor
house,0.95,2.0,3,2,Relatively New,sector 37,1000.0,0,0,0,Low,Low Floor
flat,1.4,3.0,3,3,Relatively New,sector 83,1578.0,1,0,1,Medium,High Floor
flat,1.5,4.0,6,3+,Relatively New,sector 106,1535.0,1,0,0,High,High Floor
flat,0.7,2.0,2,3,Relatively New,sector 108,1548.0,0,0,0,Low,Low Floor
flat,1.22,3.0,5,3+,Relatively New,sector 82,2000.0,1,0,2,Medium,Mid Floor
flat,1.6,3.0,4,0,New Property,sector 99,2400.0,0,0,0,Medium,High Floor
flat,1.91,4.0,6,3,Relatively New,sector 85,3890.0,1,0,0,High,Mid Floor
flat,0.7,2.0,2,2,Moderately Old,sector 108,1355.0,0,0,0,Medium,High Floor
flat,5.49,4.0,5,3+,Relatively New,sector 112,3655.35,1,0,2,High,Mid Floor
flat,1.34,3.0,3,3,Relatively New,sector 79,1415.0,0,0,0,High,Mid Floor
flat,0.85,1.0,1,1,Relatively New,sector 80,761.0,0,0,0,Medium,High Floor
flat,0.59,2.0,2,1,Moderately Old,sector 71,639.0,0,0,0,Medium,Mid Floor
flat,1.35,3.0,2,3+,Relatively New,sector 109,1473.0,0,0,0,Medium,High Floor
flat,1.25,3.0,3,3,Under Construction,sector 89,1281.0,0,0,0,Low,Low Floor
flat,1.15,2.0,2,3,Relatively New,sector 84,1390.0,0,0,0,Low,High Floor
house,2.1,3.0,3,2,Moderately Old,sector 40,900.0,0,0,2,Low,Mid Floor
flat,1.19,4.0,3,3,Relatively New,sector 92,2533.0,1,0,0,Medium,High Floor
flat,2.15,2.0,2,3,Under Construction,sector 62,1676.0,0,0,0,Medium,High Floor
house,5.0,3.0,3,2,Old Property,sector 4,4950.0,0,0,0,Low,Low Floor
flat,0.9,3.0,3,3,Relatively New,sector 85,1428.0,0,0,0,Low,Mid Floor
house,5.5,4.0,4,3+,Moderately Old,sector 26,1800.0,0,1,0,Low,Low Floor
flat,1.05,3.0,2,2,Moderately Old,sector 83,1600.0,0,0,2,Medium,Low Floor
flat,1.8,2.0,3,3,New Property,sector 104,1530.0,1,0,0,Low,High Floor
flat,0.78,2.0,2,2,Relatively New,sector 82,1168.0,0,0,2,Medium,Low Floor
flat,0.39,1.0,1,2,New Property,sector 71,293.0,0,0,0,Low,Low Floor
flat,1.1,2.0,2,3,Moderately Old,sector 33,1100.0,0,0,2,Low,Mid Floor
house,1.1,4.0,4,3+,Old Property,sector 4,1800.0,0,0,0,Low,Low Floor
house,10.75,9.0,9,3+,Old Property,sector 25,3600.0,1,1,0,Medium,Mid Floor
house,9.5,5.0,5,3+,Relatively New,sector 43,2250.0,1,0,2,Medium,Low Floor
flat,3.35,3.0,4,3+,Under Construction,sector 76,2111.0,1,0,1,High,Mid Floor
house,4.45,6.0,6,3,Moderately Old,sector 49,2880.0,1,1,1,High,Mid Floor
flat,11.0,4.0,6,3,Relatively New,sector 54,2811.0,1,0,1,Medium,Mid Floor
flat,1.85,3.0,3,3+,Relatively New,sector 104,2061.0,1,0,0,High,High Floor
flat,5.6,4.0,6,3+,Moderately Old,sector 112,3662.34,1,0,2,High,High Floor
flat,0.87,1.0,1,1,Relatively New,sector 49,500.0,0,0,0,Low,Low Floor
flat,2.05,4.0,4,3+,Relatively New,sector 56,2500.0,0,0,2,Medium,Mid Floor
flat,6.15,3.0,3,3,Moderately Old,sector 65,3019.0,1,0,2,Medium,High Floor
flat,1.47,2.0,2,3,New Property,sector 74,1274.0,0,0,2,Low,High Floor
flat,1.19,3.0,3,2,Relatively New,sector 90,1554.0,0,0,0,Medium,High Floor
house,7.5,3.0,3,2,Old Property,sector 14,4518.0,1,0,2,Low,Low Floor
flat,1.2,3.0,3,3+,Relatively New,sector 70,1450.0,0,0,1,Low,Low Floor
flat,1.5,2.0,2,3,Relatively New,sector 74,1300.0,0,1,0,High,High Floor
flat,1.42,3.0,3,3,Relatively New,sector 102,1310.0,0,0,0,Low,Mid Floor
flat,1.9,3.0,3,3,Old Property,sector 49,1600.0,0,0,2,Low,Low Floor
flat,1.55,4.0,3,3+,Relatively New,sector 37,2100.0,0,0,2,Medium,High Floor
flat,1.42,2.0,2,3,Relatively New,sector 102,1368.0,0,0,0,Low,High Floor
flat,1.4,2.0,2,2,New Property,sector 102,1163.0,0,0,2,Low,High Floor
house,3.0,7.0,7,0,Old Property,sector 7,2610.0,0,0,0,Low,Mid Floor
flat,3.0,4.0,5,3+,Relatively New,sector 108,2204.25,1,0,1,Medium,Low Floor
flat,1.9,3.0,4,2,Relatively New,sector 66,1850.0,1,0,2,High,Mid Floor
flat,0.55,1.0,1,0,Relatively New,sector 37c,669.0,0,0,0,Low,Mid Floor
flat,1.04,2.0,2,3,New Property,sector 85,1550.0,0,0,0,Medium,High Floor
flat,3.85,4.0,5,3+,Relatively New,sector 72,2615.0,1,0,2,High,High Floor
house,1.1,5.0,3,1,Old Property,sector 105,1620.0,0,0,0,Low,Low Floor
house,5.5,4.0,4,3+,New Property,sector 109,2430.0,1,0,0,Medium,Low Floor
flat,0.42,3.0,3,1,Relatively New,sector 92,711.0,0,0,0,Low,Low Floor
flat,2.12,3.0,3,3,Relatively New,sector 102,1852.0,0,0,0,Medium,Mid Floor
flat,1.75,4.0,4,3+,Relatively New,sector 91,2128.0,1,0,0,Medium,Mid Floor
house,3.9,6.0,6,3+,Moderately Old,sector 38,1836.0,1,0,0,Low,Mid Floor
flat,1.65,3.0,3,3,Relatively New,sector 109,1650.0,0,1,2,High,High Floor
flat,0.75,2.0,2,2,Relatively New,sector 77,1140.0,0,1,2,Medium,Mid Floor
house,1.8,8.0,5,2,Moderately Old,sector 11,2476.0,0,0,0,Low,Low Floor
flat,0.6,2.0,2,1,Relatively New,sector 81,1000.0,0,0,0,Low,Low Floor
flat,0.4,2.0,2,2,New Property,sector 37c,667.0,0,0,0,Low,Mid Floor
house,5.0,6.0,4,0,Old Property,sector 2,4000.0,0,0,0,Low,Mid Floor
flat,1.6,2.0,2,2,Relatively New,sector 61,1533.0,1,0,0,Medium,High Floor
house,8.5,4.0,6,3,Old Property,sector 48,3240.0,1,0,0,Low,Mid Floor
flat,1.9,4.0,4,3+,New Property,sector 99,2835.0,0,0,0,Medium,Low Floor
house,0.55,2.0,1,1,Moderately Old,sector 4,75.0,0,0,0,Low,Low Floor
flat,1.36,3.0,2,3+,Relatively New,sector 108,1339.0,1,0,2,Medium,Low Floor
house,3.85,4.0,4,3,Old Property,sector 7,2628.0,0,0,0,Low,Mid Floor
flat,1.42,3.0,3,3,Moderately Old,sector 48,1485.0,0,1,1,High,Low Floor
flat,0.5,2.0,2,3,Moderately Old,sector 92,900.0,0,0,0,Low,Low Floor
flat,1.4,3.0,3,3,Relatively New,sector 102,1311.0,1,0,0,Medium,Mid Floor
flat,1.35,4.0,3,3,Old Property,sector 106,1678.0,1,0,0,Medium,High Floor
flat,11.0,4.0,5,3+,Relatively New,sector 54,3444.0,1,0,0,Low,Mid Floor
flat,2.5,3.0,3,3,Under Construction,sector 102,1644.0,0,0,0,High,High Floor
house,16.0,6.0,7,3,Old Property,sector 41,4500.0,1,1,2,Medium,Mid Floor
flat,1.9,3.0,4,3+,New Property,sector 77,1577.0,1,0,2,Low,Mid Floor
flat,1.5,3.0,3,1,New Property,sector 109,2519.0,1,0,0,Low,Mid Floor
flat,1.64,3.0,5,3,Relatively New,sector 70,1523.0,1,0,0,Medium,Mid Floor
flat,0.99,3.0,4,3+,Relatively New,sector 103,1727.0,1,0,0,High,Low Floor
flat,1.16,3.0,3,3,Relatively New,sector 99a,1790.0,1,0,0,Low,Mid Floor
flat,1.0,3.0,3,3,Under Construction,sector 37c,1620.0,0,0,0,Medium,Mid Floor
house,5.7,5.0,5,2,Old Property,sector 2,4550.0,0,0,1,Medium,Low Floor
house,0.35,2.0,1,0,Old Property,sector 12,360.0,0,0,0,Low,Low Floor
house,2.25,3.0,5,3+,Relatively New,sector 103,3534.0,0,0,0,Low,Mid Floor
flat,0.17,1.0,1,1,Relatively New,sector 95,3569.0,0,0,0,Medium,High Floor
flat,5.5,3.0,4,3,Relatively New,sector 65,2803.0,1,0,0,Low,Mid Floor
house,5.35,4.0,4,3+,Relatively New,sector 70,6000.0,1,1,2,High,Mid Floor
flat,3.5,4.0,5,3+,Relatively New,sector 111,2700.0,1,0,2,Low,Mid Floor
flat,0.86,2.0,3,3,Relatively New,sector 37c,1438.0,0,0,0,Low,Mid Floor
house,2.75,3.0,3,1,Moderately Old,sector 43,1080.0,0,0,0,Low,Low Floor
flat,0.75,2.0,2,0,New Property,sector 36,1081.0,0,0,0,Medium,Low Floor
flat,1.74,3.0,3,3+,Old Property,sector 56,2400.0,1,0,2,Medium,Low Floor
house,17.0,5.0,8,3+,Relatively New,sector 45,4500.0,1,1,1,High,Mid Floor
flat,0.5,2.0,2,1,Relatively New,sector 89,672.0,0,0,1,Medium,Mid Floor
flat,1.35,3.0,2,2,New Property,sector 104,1090.0,0,0,0,Low,High Floor
flat,3.95,3.0,5,2,New Property,sector 108,2343.0,1,0,0,Medium,High Floor
flat,0.6,2.0,2,1,Relatively New,sector 71,556.0,0,0,0,Medium,Mid Floor
flat,0.88,3.0,3,3,Relatively New,sector 84,1643.0,0,0,0,Medium,High Floor
house,3.75,6.0,6,3,Moderately Old,sector 49,1467.0,0,0,0,Low,Mid Floor
flat,1.3,2.0,2,2,Under Construction,sector 3,1604.0,0,0,0,Low,Mid Floor
