society,property_type,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,sector,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
m3m skywalk,flat,1.5,10714.0,2.0,2,1,8.0,New Property,R62630186,sector 74,1556.0,0,0,0,0,0,0,16,700.0
tarc maceo,flat,1.8,7759.0,4.0,3,3+,0.0,Relatively New,Q70100554,sector 91,2578.0,1,0,0,1,0,1,45,580.0
independent,house,3.0,19268.0,6.0,4,3+,3.0,Old Property,,sector 2,1557.0,0,0,0,0,0,2,28,259.5
independent,house,1.75,11111.0,4.0,2,2,2.0,Old Property,,sector 7,1575.0,0,0,0,0,1,0,31,393.75
ats triumph,flat,2.3,10000.0,3.0,4,3+,15.0,New Property,T70127554,sector 104,2544.0,0,1,0,0,0,0,117,766.6666666666666
paras irene,flat,1.2,8451.0,2.0,2,3,6.0,Moderately Old,G70085368,sector 70,1278.0,0,0,0,0,0,0,42,710.0
mapsko casa bella,flat,1.25,6378.0,3.0,4,3+,8.0,Under Construction,W68087548,sector 82,1764.0,0,0,0,0,0,0,54,653.3333333333334
independent,house,1.6,3186.0,4.0,6,1,3.0,Relatively New,,sector 8,558.0,0,0,0,0,0,0,0,1255.5
sare homes,flat,0.71,5354.0,3.0,3,3,2.0,Relatively New,G69808444,sector 92,1473.0,0,0,0,1,0,0,108,442.0
sare green parc phase 3,flat,0.95,4857.0,4.0,3,3,4.0,Moderately Old,G69127412,sector 92,1761.0,0,0,0,0,0,0,67,489.0
dlf new town heights,flat,1.3,6736.0,3.0,3,3,15.0,Relatively New,F69818932,sector 86,1715.0,0,1,0,1,0,2,49,643.3333333333334
godrej oasis,flat,1.29,7799.0,3.0,3,3,5.0,New Property,L65391812,sector 88a,1638.0,1,0,0,0,1,0,65,551.3333333333334
the serenas,flat,0.42,7910.0,2.0,2,1,3.0,New Property,E68804110,sector 36,590.0,0,0,0,0,0,0,0,265.5
vatika gurgaon,flat,1.33,5565.0,4.0,4,3,3.0,Relatively New,M69186654,sector 83,2187.0,0,1,0,0,0,0,26,597.5
afnhb jalvayu vihar,flat,1.3,10000.0,3.0,3,2,2.0,Old Property,P69208508,sector 30,1397.0,0,0,0,0,0,0,19,433.3333333333333
international city by sobha phase 2,house,6.2,25514.0,5.0,5,2,2.0,Relatively New,,sector 109,2430.0,0,1,0,0,0,0,135,486.0
m3m golfestate,flat,6.15,15999.0,3.0,5,3+,1.0,Relatively New,W69736860,sector 65,4271.0,0,1,0,0,0,1,49,1281.3333333333333
independent,house,0.5,6083.0,3.0,2,1,1.0,Old Property,,sector 9,822.0,0,0,0,0,0,0,0,274.0
godrej air,flat,1.05,10606.0,2.0,2,1,15.0,Under Construction,M68036016,sector 85,97.0,0,0,0,0,0,0,45,495.0
tulip violet,flat,1.76,8756.0,4.0,4,2,6.0,Relatively New,N69300390,sector 69,1809.0,0,0,0,0,0,0,108,502.5
signature global solera,flat,0.28,5680.0,2.0,2,2,6.0,Relatively New,E69217168,sector 107,543.0,0,0,0,0,0,0,45,246.5
unitech uniworld resorts,house,11.75,23240.0,5.0,7,3+,3.0,Relatively New,,sector 33,5056.0,0,1,0,0,0,0,80,1011.2
raheja atlantis,flat,5.5,18688.0,4.0,5,3+,1.0,Relatively New,Q70084598,sector 31,2649.0,1,1,0,1,0,0,81,735.75
vatika gurgaon,flat,1.25,6313.0,3.0,3,2,2.0,Relatively New,G69628664,sector 83,1782.0,0,1,0,0,0,0,119,660.0
m3m soulitude,flat,1.25,8784.0,3.0,3,3,3.0,New Property,K68569738,sector 89,1281.0,1,0,0,0,1,0,61,474.3333333333333
m3m soulitude,flat,1.3,8701.0,3.0,3,2,1.0,New Property,Y70142130,sector 89,1175.0,0,0,0,0,1,0,45,498.0
dlf the arbour,house,8.5,21519.0,4.0,4,3+,27.0,New Property,,sector 63,3950.0,0,0,0,0,0,0,61,987.5
tulip violet,flat,1.7,8458.0,4.0,4,2,1.0,Relatively New,U68277426,sector 69,1809.0,0,0,0,0,0,0,126,502.5
signature global city 92,house,0.75,7821.0,2.0,2,3,1.0,Relatively New,,sector 92,959.0,0,0,0,0,0,0,46,479.5
independent,house,0.7,4118.0,4.0,4,1,2.0,Moderately Old,,sector 12,1700.0,0,0,0,0,0,0,0,425.0
independent,house,1.45,8002.0,3.0,2,1,1.0,Relatively New,,sector 28,1800.0,0,0,0,0,0,0,0,604.0
signature global the millennia,flat,0.6,9231.0,2.0,2,3,7.0,New Property,L68965444,sector 37,624.0,0,0,0,0,0,0,35,325.0
godrej summit,flat,0.98,5950.0,3.0,3,3,12.0,Relatively New,K50040356,sector 104,1482.0,0,0,0,0,1,0,79,549.0
mittal surya vihar,flat,1.4,5833.0,5.0,4,2,2.0,Moderately Old,T69301952,sector 21,2160.0,0,0,0,0,0,0,0,480.0
signature global city 63a,flat,1.4,11336.0,2.0,2,2,3.0,Under Construction,I69037888,sector 63,1372.0,0,0,0,0,1,0,0,617.5
raheja sampada,flat,0.65,4745.0,3.0,2,3,6.0,Relatively New,B68691862,sector 92,1233.0,0,0,0,0,0,0,49,456.6666666666667
independent,house,8.4,34568.0,4.0,4,3+,2.0,Relatively New,,sector 28,2430.0,0,1,1,1,0,2,139,607.5
unitech uniworld resorts,house,8.5,17820.0,5.0,5,3+,3.0,New Property,,sector 33,4770.0,1,1,1,1,0,2,145,954.0
nbcc heights,flat,0.75,6579.0,2.0,2,2,6.0,Moderately Old,R69736118,sector 89,1026.0,0,0,0,0,0,0,0,570.0
godrej,flat,1.18,8532.0,2.0,2,3,7.0,Relatively New,B69483542,sector 79,1245.0,0,0,0,0,0,0,158,691.5
bestech park view city,flat,2.7,12506.0,3.0,4,3+,6.0,Moderately Old,L68665896,sector 49,2159.0,0,0,0,0,0,0,0,719.6666666666666
paras dews,flat,1.28,7273.0,3.0,4,3+,24.0,Relatively New,Z69727942,sector 106,1186.0,0,1,0,0,0,0,49,586.6666666666666
independent,house,0.45,5000.0,3.0,2,0,1.0,Old Property,,sector 7,1000.0,0,0,0,0,0,0,0,300.0
chd avenue,flat,0.98,6049.0,3.0,3,3,0.0,Moderately Old,A69435332,sector 71,1458.0,1,0,0,0,0,0,65,540.0
la vida by tata housing,flat,3.0,14286.0,3.0,3,3+,3.0,Relatively New,Y69731932,sector 113,2460.0,0,1,0,0,0,0,167,700.0
mahindra aura,flat,1.4,9655.0,3.0,3,3,10.0,Relatively New,B69710156,sector 110,1550.0,0,0,0,0,0,2,142,483.3333333333333
independent,house,2.4,12000.0,3.0,3,2,2.0,Moderately Old,,sector 23,2000.0,0,0,1,1,0,0,28,666.6666666666666
imperia the esfera,flat,0.9,6272.0,3.0,3,3,9.0,Relatively New,D69988498,sector 37c,1435.0,0,0,0,0,0,0,66,478.3333333333333
karmyogi apartment,flat,2.3,6466.0,6.0,4,2,6.0,Moderately Old,J69875070,sector 10,3951.0,0,0,0,0,0,0,0,592.8333333333334
ardee city,house,5.5,20370.0,9.0,9,3+,3.0,Moderately Old,,sector 52,2700.0,0,1,0,1,1,2,26,300.0
shree vardhman flora,flat,0.65,4815.0,2.0,2,3,6.0,Relatively New,Y69230080,sector 90,1215.0,1,0,0,0,0,0,165,675.0
m3m heights,flat,2.01,13499.0,2.0,2,3,8.0,New Property,T69385436,sector 65,1478.0,1,0,0,0,0,0,44,744.5
dlf the ultima,flat,2.3,10937.0,3.0,3,3+,19.0,Relatively New,E69864862,sector 81,1617.0,1,1,0,1,1,1,49,701.0
vatika sovereign next sector-82 a gurgaon,flat,2.91,6700.0,4.0,4,3,6.0,Under Construction,D54355506,sector 82,3891.0,1,1,1,0,0,2,79,1085.75
independent,house,10.45,38704.0,4.0,5,2,3.0,Moderately Old,,sector 50,4000.0,1,1,0,1,0,2,142,675.0
signature global city,flat,1.1,8800.0,3.0,3,3,1.0,Under Construction,J68899930,sector 37,1389.0,0,0,0,0,0,0,16,416.6666666666667
sare green parc 2,flat,1.07,5245.0,4.0,3,3,10.0,Under Construction,G27149533,sector 92,2040.0,1,1,0,0,0,0,86,510.0
cghs vidya enclave,flat,1.7,10968.0,3.0,2,3,6.0,Old Property,Z69212182,sector 56,1581.0,0,0,1,0,0,0,101,516.6666666666666
godrej aria,flat,1.45,9062.0,2.0,2,3+,9.0,Relatively New,L70139474,sector 79,1494.0,1,0,0,0,0,0,113,800.0
prime habitat,flat,0.27,6054.0,2.0,2,1,10.0,Relatively New,K69661296,sector 99a,498.0,0,0,0,0,0,0,67,223.0
bestech park view grand spa,flat,2.35,8835.0,3.0,4,3+,6.0,Relatively New,B69802378,sector 81,2506.0,0,1,0,0,0,2,101,886.6666666666666
independent,house,15.0,33333.0,5.0,5,3+,4.0,Moderately Old,,sector 39,4500.0,0,1,0,0,0,2,27,900.0
tulip leaf,flat,2.06,11388.0,3.0,3,3,16.0,Relatively New,B69392810,sector 69,1631.0,0,0,0,0,0,0,49,603.0
tata primanti,flat,3.21,16050.0,3.0,4,3+,15.0,Relatively New,S69421026,sector 72,2140.0,0,1,0,0,0,2,174,666.6666666666666
dlf park place,flat,6.75,24963.0,4.0,4,2,8.0,Moderately Old,W69249968,sector 54,2069.0,0,1,0,0,0,1,135,676.0
emaar mgf palm hills,flat,1.09,5383.0,3.0,4,3+,5.0,Relatively New,L69723046,sector 77,1823.0,0,1,0,0,1,2,167,675.0
naman residency,house,0.5,11111.0,2.0,2,2,2.0,New Property,,sector 4,450.0,1,1,0,1,1,0,14,225.0
independent,house,0.95,7280.0,2.0,6,3+,3.0,Old Property,,sector 14,1305.0,0,0,0,0,0,0,0,652.5
ansal florence super,house,3.75,23148.0,3.0,4,3,2.0,Moderately Old,,sector 57,1620.0,1,1,1,0,0,2,38,540.0
dlf the ultima,flat,2.25,10553.0,3.0,3,3+,15.0,Relatively New,U68573340,sector 81,1919.0,0,1,0,0,0,1,165,710.6666666666666
dlf the primus,flat,2.6,11439.0,4.0,4,3+,2.0,Relatively New,U69271332,sector 82,2273.0,0,0,0,0,1,0,38,568.25
suncity heights,flat,3.85,16446.0,3.0,3,3+,8.0,Old Property,O70167560,sector 54,2107.0,0,1,0,0,0,0,67,780.3333333333334
international city by sobha phase 1,house,6.0,24691.0,4.0,5,3+,2.0,Relatively New,,sector 109,2430.0,0,1,0,0,0,2,96,607.5
kiran residency,flat,1.5,6649.0,3.0,5,3+,4.0,Moderately Old,G69193166,sector 56,2250.0,1,0,0,1,0,2,134,752.0
umang monsoon breeze,flat,0.88,4746.0,3.0,4,3,8.0,Moderately Old,N69099618,sector 78,1668.0,0,1,0,1,0,0,111,618.0
shri banke bihari society,flat,1.35,6750.0,3.0,3,3,5.0,Old Property,N70091858,sector 56,1800.0,0,0,0,0,1,2,82,666.6666666666666
signature global orchard avenue,flat,0.4,5479.0,2.0,2,0,0.0,Relatively New,R69930434,sector 93,730.0,0,0,0,0,0,0,0,365.0
independent,house,7.0,21605.0,4.0,4,3+,1.0,Relatively New,,sector 82,3240.0,1,1,0,1,0,2,49,810.0
bestech park view ananda,flat,0.87,7952.0,2.0,2,3,8.0,Relatively New,I63351906,sector 81,1300.0,0,0,0,0,0,0,95,547.0
m3m skywalk,flat,2.7,13380.0,3.0,3,3,13.0,New Property,P69918002,sector 74,2018.0,0,0,1,0,0,0,92,672.6666666666666
independent,house,5.5,21825.0,8.0,8,2,3.0,Moderately Old,,sector 23,2520.0,1,1,0,1,0,2,76,315.0
pioneer araya,flat,8.35,19514.0,4.0,6,3,16.0,Relatively New,Y69067966,sector 62,3851.0,0,1,0,1,0,0,153,1069.75
ansal heights,flat,0.72,4500.0,3.0,3,3,9.0,Relatively New,R69253696,sector 92,1700.0,0,1,0,0,0,0,49,533.3333333333334
godrej summit,flat,1.1,8668.0,2.0,2,3,16.0,Under Construction,D33046811,sector 104,1142.0,0,0,0,0,1,0,88,634.5
godrej,flat,2.0,8475.0,3.0,4,3+,9.0,Relatively New,M69660446,sector 79,1963.0,0,1,0,0,0,0,108,786.6666666666666
ild grand,flat,1.2,6593.0,3.0,3,3,7.0,Under Construction,C69503758,sector 37c,1638.0,0,0,0,0,0,0,24,606.6666666666666
raheja vedaanta,flat,0.7,4651.0,2.0,2,2,12.0,Relatively New,K70056622,sector 108,1505.0,0,0,0,0,0,0,0,752.5
independent,house,0.35,7778.0,2.0,2,1,2.0,Moderately Old,,sector 105,556.0,0,0,0,0,0,0,0,225.0
emaar gurgaon greens,flat,1.54,9333.0,3.0,3,3,12.0,Relatively New,C70002144,sector 102,1311.0,0,1,0,0,0,0,61,550.0
sare green parc,flat,0.75,4820.0,3.0,2,2,16.0,Relatively New,A69208846,sector 92,1556.0,0,0,0,0,0,0,0,518.6666666666666
vatika gurgaon,flat,0.95,6574.0,2.0,2,3,5.0,Relatively New,H68325858,sector 83,1300.0,0,0,0,0,0,2,96,722.5
tulip violet,flat,1.4,9103.0,3.0,3,1,12.0,Relatively New,X69653224,sector 69,1384.0,0,0,0,0,0,2,157,512.6666666666666
emaar mgf the palm drive,flat,3.4,15455.0,3.0,4,3,9.0,Relatively New,F68385026,sector 66,2200.0,0,1,1,0,0,2,96,733.3333333333334
ambience creacions,flat,2.79,15000.0,3.0,3,3,13.0,New Property,Y61449034,sector 22,1860.0,0,0,0,0,0,1,158,620.0
independent,house,1.95,13542.0,2.0,2,2,2.0,Old Property,,sector 7,1440.0,0,0,0,0,0,0,0,720.0
godrej air,flat,1.35,13636.0,2.0,2,3,19.0,Under Construction,C63223510,sector 85,102.0,0,0,0,0,0,0,44,495.0
independent,house,2.35,16319.0,4.0,4,2,2.0,Old Property,,sector 4,1440.0,0,0,0,1,0,0,43,360.0
satya the hermitage,house,3.15,6702.0,4.0,5,0,12.0,Relatively New,,sector 103,4700.0,0,0,0,0,0,0,61,1175.0
vatika boulevard residences and heights,flat,1.42,8000.0,3.0,3,2,2.0,Relatively New,Z68231242,sector 83,1972.0,0,0,0,0,0,2,113,591.6666666666666
independent,house,4.6,12198.0,4.0,4,3+,2.0,Old Property,,sector 26,3771.0,0,0,0,0,0,0,28,942.75
house number b-34,house,0.8,8889.0,2.0,2,1,1.0,Old Property,,sector 5,900.0,0,0,0,0,0,0,0,450.0
ramprastha the atrium,flat,0.9,6224.0,3.0,3,2,13.0,Relatively New,I68316312,sector 37,1185.0,0,0,0,0,0,1,37,482.0
bptp terra,flat,1.55,8559.0,3.0,3,3+,11.0,Relatively New,E66282494,sector 37,1630.0,0,0,0,0,0,0,79,603.6666666666666
vipul tatvam villa,house,7.25,27971.0,3.0,4,2,2.0,Moderately Old,,sector 48,2592.0,1,1,1,1,0,2,115,864.0
emaar palm gardens,flat,1.75,9211.0,3.0,3,3,6.0,Relatively New,Z69391194,sector 83,1600.0,0,1,0,0,0,2,174,633.3333333333334
emaar mgf marbella,house,8.8,41608.0,4.0,4,3+,3.0,Relatively New,,sector 66,2115.0,0,1,1,1,0,0,107,528.75
independent,house,0.7,7007.0,2.0,3,1,1.0,Relatively New,,sector 5,999.0,0,0,1,1,0,0,29,499.5
mittal surya vihar,flat,0.8,7080.0,2.0,2,2,6.0,Old Property,T64784442,sector 21,1256.0,0,0,0,0,0,0,0,565.0
mapsko mount ville,flat,1.3,8025.0,3.0,3,2,6.0,Relatively New,P69665214,sector 79,1211.0,1,0,0,1,0,0,151,540.0
godrej aria,flat,1.95,8519.0,3.0,4,3+,10.0,New Property,V62090670,sector 79,1653.0,0,1,0,0,0,0,32,763.0
emaar palm gardens,flat,1.8,9474.0,3.0,3,3+,9.0,Relatively New,H69760652,sector 83,1710.0,0,0,0,0,0,0,55,633.3333333333334
grover homes sec 4,house,4.75,9374.0,5.0,5,1,1.0,Old Property,,sector 4,5067.0,1,1,0,1,0,2,35,1013.4
unitech aspen greens,house,12.0,37037.0,3.0,4,2,1.0,Moderately Old,,sector 50,3240.0,1,1,0,0,0,2,101,1080.0
ats triumph,flat,4.45,6846.0,4.0,5,3+,27.0,Relatively New,W69548040,sector 104,7222.0,0,0,0,0,0,0,110,1625.0
ss the coralwood,flat,1.05,6774.0,3.0,3,3,6.0,Relatively New,A69448072,sector 84,1610.0,0,0,0,0,1,0,129,516.6666666666666
dlf new town heights,flat,1.65,6346.0,4.0,4,3+,11.0,Moderately Old,T61877736,sector 91,2128.0,0,1,0,0,0,0,72,650.0
sushant lok 1 builder floors,house,6.25,30728.0,7.0,7,3+,3.0,Moderately Old,,sector 43,2034.0,1,1,1,0,0,0,46,290.57142857142856
ramprastha skyz,flat,1.0,4943.0,3.0,5,3,11.0,Under Construction,Y54621054,sector 37,1823.0,0,1,0,0,1,0,8,674.3333333333334
shapoorji pallonji joyville gurugram,flat,1.1,12182.0,2.0,2,1,8.0,Under Construction,V68286938,sector 102,813.0,0,0,0,0,0,0,105,451.5
sidhartha ncr one phase,flat,0.9,4500.0,3.0,3,1,15.0,Relatively New,E57700542,sector 95,2000.0,0,0,0,0,0,0,60,666.6666666666666
emaar mgf emerald estate,flat,1.3,20602.0,2.0,2,2,7.0,Relatively New,L69598068,sector 65,810.0,1,0,0,0,0,0,78,315.5
antriksh heights,flat,0.9,4444.0,3.0,3,3,18.0,Relatively New,F69973180,sector 84,1823.0,0,1,0,1,0,0,59,675.0
bptp mansions park prime,flat,2.7,9768.0,4.0,4,3,6.0,Relatively New,C69731476,sector 66,2488.0,0,1,0,0,1,0,13,691.0
independent,house,2.99,20635.0,4.0,4,2,2.0,Moderately Old,,sector 56,1449.0,1,1,0,1,0,2,49,362.25
independent,house,1.1,11111.0,3.0,4,1,2.0,Old Property,,sector 4,990.0,0,0,0,0,0,0,0,330.0
residency grand,flat,5.0,9615.0,5.0,5,3+,2.0,Moderately Old,B69209128,sector 52,5200.0,0,0,0,0,0,0,0,1040.0
independent,house,0.65,9028.0,3.0,2,1,1.0,Relatively New,,sector 105,720.0,0,0,0,1,1,0,14,240.0
independent,house,3.4,12938.0,9.0,9,3,3.0,Moderately Old,,sector 9,2628.0,0,0,0,0,0,2,61,292.0
bhawani enclave,house,0.42,8235.0,3.0,3,0,2.0,New Property,,sector 12,567.0,0,0,0,1,0,0,0,170.0
signature global city 63a,flat,2.0,12804.0,3.0,3,2,1.0,Under Construction,J65037714,sector 63,1540.0,0,0,0,0,0,0,36,520.6666666666666
dnha cghs,flat,0.85,3864.0,3.0,3,0,5.0,Moderately Old,U69074620,sector 1,2200.0,0,0,0,0,0,0,0,733.3333333333334
surat nagar phase 2,house,0.36,7843.0,2.0,2,1,1.0,Moderately Old,,sector 53,459.0,0,0,0,1,0,0,0,229.5
m3m sierra 68,flat,1.08,8675.0,2.0,2,3,1.0,Relatively New,Z69526410,sector 68,1130.0,0,0,0,0,0,2,149,622.5
m3m golfestate,flat,6.1,18139.0,3.0,3,3,19.0,Moderately Old,V69644720,sector 65,3019.0,1,1,0,0,0,2,174,1121.0
pioneer park,flat,2.0,11765.0,3.0,3,3,24.0,Moderately Old,H68382146,sector 61,1530.0,0,0,0,0,0,2,75,566.6666666666666
indiabulls centrum park,flat,2.45,8522.0,4.0,4,3,11.0,Relatively New,Z70001878,sector 103,2588.0,1,1,1,1,0,0,38,718.75
independent,house,13.5,37313.0,5.0,6,3+,4.0,Old Property,,sector 25,3618.0,0,0,0,0,1,2,79,723.6
godrej oasis,flat,1.15,9854.0,2.0,2,1,12.0,New Property,O70144978,sector 88a,120.0,1,0,0,0,0,0,79,583.5
supertech araville,flat,1.0,6536.0,2.0,2,3,4.0,Relatively New,V69868266,sector 79,1700.0,1,0,0,0,0,0,24,765.0
huda housing board society,flat,0.45,9740.0,1.0,1,0,0.0,Moderately Old,Y57082274,sector 52,513.0,0,0,0,1,0,2,43,462.0
pyramid urban homes 2,flat,0.6,8000.0,3.0,2,2,2.0,New Property,P69281966,sector 86,833.0,0,0,0,0,0,0,13,250.0
tulip violet,flat,1.36,8619.0,3.0,3,1,12.0,Relatively New,K69568256,sector 69,1287.0,0,0,0,1,0,0,95,526.0
vatika the seven lamps,flat,1.6,6598.0,4.0,5,3+,8.0,Relatively New,G67513232,sector 82,2183.0,0,1,0,0,0,0,133,606.25
paras dews,flat,1.1,9735.0,3.0,4,3+,8.0,Relatively New,U68323394,sector 106,1186.0,0,1,0,0,0,2,174,376.6666666666667
independent,house,1.15,12778.0,2.0,2,3,4.0,Old Property,,sector 7,1000.0,0,0,0,0,0,0,0,450.0
ss,flat,2.14,7610.0,4.0,4,3,6.0,Relatively New,M70087436,sector 85,2300.0,1,1,0,1,0,0,49,703.0
ansal sushant lok 2,house,3.4,22222.0,6.0,6,3+,2.0,Moderately Old,,sector 56,1530.0,0,0,0,0,0,2,29,255.0
ramprastha the edge towers,flat,0.8,8889.0,2.0,2,3,10.0,Relatively New,J62977642,sector 37,1310.0,0,0,0,0,1,0,166,450.0
experion the heartsong,flat,1.02,7950.0,2.0,3,3,4.0,Relatively New,L69065854,sector 108,1283.0,1,0,0,0,0,0,112,641.5
dlf park place,flat,4.85,25867.0,3.0,4,3+,25.0,Relatively New,Z69409012,sector 54,1875.0,0,1,0,0,0,2,26,625.0
independent,house,11.58,35741.0,5.0,5,3,2.0,Moderately Old,,sector 50,3240.0,0,1,0,0,0,0,20,648.0
microtek greenburg,flat,1.25,8446.0,2.0,2,3,13.0,Moderately Old,F69169052,sector 86,1332.0,1,0,0,0,0,0,6,740.0
ireo victory valley,flat,4.5,14098.0,4.0,4,3+,0.0,Relatively New,X70073600,sector 67,3160.0,0,1,0,1,0,2,42,798.0
bestech park view grand spa,flat,2.91,9137.0,4.0,5,2,6.0,Relatively New,B69802996,sector 81,3010.0,0,1,0,0,0,2,101,796.25
unitech sunbreeze,flat,0.74,5502.0,3.0,3,1,10.0,Under Construction,L24514775,sector 69,1203.0,0,1,0,0,0,0,60,448.3333333333333
dlf the skycourt,flat,1.6,8294.0,3.0,3,1,14.0,Relatively New,F70081718,sector 86,1736.0,0,0,0,1,0,0,72,643.0
tata primanti,flat,4.0,13769.0,4.0,5,2,7.0,Moderately Old,S68515274,sector 72,2615.0,0,1,0,0,0,0,38,726.25
microtek greenburg,flat,1.3,15294.0,2.0,3,3,5.0,Relatively New,Z70028220,sector 86,944.0,1,0,0,0,0,2,45,425.0
m3m capital,flat,2.0,12012.0,3.0,3,2,24.0,Under Construction,O66540184,sector 113,1499.0,0,0,0,0,0,0,47,555.0
sunischit apartments,flat,1.69,7953.0,3.0,3,3+,5.0,Old Property,X69607964,sector 54,1980.0,0,1,0,0,0,2,65,708.3333333333334
independent,house,3.49,20197.0,4.0,4,2,3.0,Moderately Old,,sector 57,1728.0,1,1,0,1,0,2,49,432.0
raheja teachers apartments,flat,1.2,7273.0,3.0,2,2,1.0,Moderately Old,T57295140,sector 31,1450.0,0,0,0,0,1,1,105,550.0
bhim garh kheri,house,0.75,6410.0,4.0,2,2,2.0,Old Property,,sector 3,1170.0,0,0,0,0,0,0,16,292.5
not applicable,house,2.2,12222.0,4.0,3,2,1.0,Old Property,,sector 11,1800.0,1,0,0,1,0,0,24,450.0
orris aster court premier,flat,1.45,6840.0,3.0,4,2,3.0,New Property,V69344024,sector 85,1616.0,0,1,0,0,0,0,16,706.6666666666666
la vida by tata housing,flat,1.55,11654.0,2.0,2,3,2.0,New Property,Y68450358,sector 113,1276.0,0,0,0,0,0,0,174,665.0
tulip violet,flat,1.46,9252.0,3.0,3,2,0.0,Relatively New,J68538370,sector 69,1420.0,0,0,0,1,0,2,174,526.0
zara aavaas,flat,0.2,6645.0,1.0,1,1,3.0,Relatively New,Q69910288,sector 104,301.0,0,0,0,0,0,0,67,301.0
independent,house,3.7,25535.0,2.0,8,2,4.0,New Property,,sector 57,1449.0,0,0,0,1,0,2,49,724.5
bestech park view city,flat,2.65,10323.0,4.0,4,3+,11.0,Moderately Old,Z69696264,sector 48,2127.0,1,1,0,0,0,2,174,641.75
dlf the ultima,flat,2.2,11190.0,3.0,4,3+,7.0,Relatively New,D55026596,sector 81,1890.0,0,1,0,0,0,1,104,655.3333333333334
independent,house,0.55,6707.0,2.0,2,1,2.0,Moderately Old,,sector 3,810.0,0,0,0,0,0,0,0,410.0
unitech south city,house,5.88,27222.0,3.0,9,3+,3.0,Relatively New,,sector 50,2160.0,1,1,0,1,1,1,128,720.0
sector 14 rwa,house,5.51,16990.0,3.0,3,2,4.0,Moderately Old,,sector 14,3249.0,0,0,0,0,0,0,14,1081.0
malibu towne,house,8.81,27191.0,8.0,6,3+,3.0,Moderately Old,,sector 47,3240.0,1,1,0,0,1,2,27,405.0
emaar mgf emerald floors premier,flat,2.77,14025.0,4.0,4,3+,3.0,Relatively New,N69869760,sector 65,2194.0,1,1,0,0,0,1,174,493.75
umang winter hills,flat,1.05,5763.0,3.0,3,3,7.0,Relatively New,P69884738,sector 77,1600.0,0,0,0,0,0,0,49,607.3333333333334
emaar mgf emerald floors premier,flat,2.85,14430.0,4.0,4,3,3.0,Relatively New,J66934296,sector 65,2194.0,1,1,0,0,0,0,28,493.75
nul,house,9.5,33404.0,9.0,9,3+,3.0,Old Property,,sector 25,2844.0,0,0,0,0,1,0,81,316.0
independent,house,1.7,18889.0,2.0,1,2,2.0,Old Property,,sector 10,900.0,0,0,0,0,1,0,8,450.0
suncity heights,flat,3.25,14118.0,3.0,3,3+,0.0,Old Property,Y64134038,sector 54,2558.0,0,0,0,1,0,2,120,767.3333333333334
independent,house,5.5,13095.0,9.0,9,3+,3.0,Moderately Old,,sector 23,4200.0,0,1,0,0,1,2,0,466.6666666666667
godrej oasis,flat,1.38,6680.0,3.0,3,3+,7.0,Relatively New,D66119148,sector 88a,2296.0,0,1,0,0,0,0,72,688.6666666666666
dlf the ultima,flat,2.4,11257.0,3.0,3,2,10.0,Relatively New,Q69406436,sector 81,1800.0,0,1,0,0,0,1,174,710.6666666666666
bptp terra,flat,1.98,9037.0,3.0,3,3+,12.0,New Property,Q70028830,sector 37,1972.0,1,0,0,0,0,2,49,730.3333333333334
m3m capital,flat,2.87,12489.0,4.0,4,3+,3.0,Under Construction,Y69960736,sector 113,2553.0,0,1,0,0,0,0,65,574.5
independent,house,19.0,42222.0,6.0,8,3+,3.0,Moderately Old,,sector 26,4500.0,1,1,1,1,0,2,103,750.0
emaar mgf emerald floors premier,flat,2.75,13924.0,4.0,4,3,3.0,Relatively New,Z69389830,sector 65,1975.0,1,1,0,0,0,2,113,493.75
m3m soulitude,flat,1.28,8828.0,3.0,3,2,4.0,Under Construction,Z69434718,sector 89,1611.0,1,0,0,0,0,0,114,483.3333333333333
godrej,flat,0.95,6859.0,2.0,2,3+,3.0,Under Construction,F54915126,sector 33,1247.0,0,0,0,0,0,0,0,692.5
independent,house,3.55,24500.0,5.0,4,3+,3.0,Moderately Old,,sector 46,1449.0,0,1,0,0,0,2,73,289.8
dlf city plots,house,13.5,29880.0,5.0,5,2,2.0,Moderately Old,,sector 26,4518.0,1,1,0,0,1,2,104,903.6
allure homes,flat,0.72,7273.0,2.0,2,1,2.0,Relatively New,Y68306320,sector 12,1100.0,0,0,0,0,1,2,16,495.0
signature global park 4,flat,1.0,9901.0,3.0,2,3,2.0,New Property,U68941552,sector 36,1122.0,0,0,0,0,0,0,128,336.6666666666667
experion heartsong,flat,1.08,6150.0,3.0,3,0,2.0,Under Construction,G8922001,sector 108,1758.0,0,0,0,0,0,0,0,585.3333333333334
anshul,house,0.85,7727.0,2.0,2,0,4.0,Moderately Old,,sector 6,1222.0,0,0,0,0,0,0,0,550.0
signature global orchard avenue,flat,0.38,6387.0,2.0,2,2,7.0,Relatively New,Z65692386,sector 93,661.0,0,0,0,0,0,0,16,297.5
independent,house,9.0,11111.0,10.0,5,3+,4.0,Old Property,,sector 13,8100.0,0,0,0,0,0,0,0,810.0
baani city center,flat,0.88,10945.0,1.0,1,2,4.0,Under Construction,B68022322,sector 63,804.0,0,0,0,0,0,0,0,804.0
