society,property_type,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,sector,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
ansal heights 86,flat,1.25,7396.0,3.0,2,1,2.0,New Property,C70111660,sector 86,1521.0,0,0,0,0,0,0,100,563.3333333333334
ambience creacions,flat,4.1,28101.0,3.0,3,3+,2.0,New Property,Q69082478,sector 22,2062.0,0,0,0,0,0,1,119,486.3333333333333
shree vardhman flora,flat,0.95,6333.0,3.0,3,3,9.0,Relatively New,M67782914,sector 90,1667.0,0,1,0,0,0,0,90,500.0
sare homes,flat,0.82,5384.0,3.0,3,3+,12.0,Relatively New,F62479362,sector 92,1221.18,0,0,0,0,0,0,114,507.6666666666667
ss the leaf,flat,2.7,7754.0,4.0,4,3+,23.0,New Property,Y67042868,sector 85,3134.0,0,0,0,0,0,0,21,870.5
the lions cghs,flat,2.1,8750.0,3.0,4,3+,8.0,Old Property,S70149132,sector 56,2200.0,0,0,0,0,1,2,166,800.0
ramsons kshitij,flat,0.33,3910.0,2.0,2,1,14.0,New Property,N62052196,sector 95,690.0,0,0,0,0,1,2,79,422.0
independent,house,7.0,32407.0,3.0,2,0,1.0,Moderately Old,,sector 50,2160.0,0,0,0,0,0,0,0,720.0
emaar mgf the palm drive,flat,3.5,15902.0,3.0,3,2,4.0,Relatively New,T69837114,sector 66,2200.0,1,0,0,0,0,0,89,733.6666666666666
smart world gems,flat,1.0,9009.0,2.0,2,3,3.0,New Property,L69036040,sector 89,1233.0,1,0,0,0,1,0,99,555.0
tata gurgaon gateway,flat,3.21,11823.0,3.0,3,3,9.0,New Property,X69133318,sector 113,2268.0,0,0,0,0,0,0,49,905.0
independent,house,1.39,11583.0,2.0,2,1,3.0,Old Property,,sector 28,1450.0,0,0,1,0,0,0,37,600.0
independent,house,0.7,6648.0,3.0,3,0,1.0,Old Property,,sector 4,117.0,0,0,0,0,0,0,0,351.0
bestech park view sanskruti,flat,1.6,7547.0,3.0,3,3,10.0,Relatively New,P69879580,sector 92,1760.0,0,1,0,0,0,2,60,706.6666666666666
kiran residency,flat,1.55,7750.0,3.0,3,3,5.0,Old Property,N69428510,sector 56,1800.0,0,1,0,0,0,2,52,666.6666666666666
emaar mgf the palm drive,flat,3.2,17778.0,3.0,3,3,12.0,Relatively New,M62421562,sector 66,1800.0,1,1,1,1,0,0,117,600.0
emaar mgf emerald estate,flat,1.73,12401.0,3.0,3,3,9.0,Relatively New,I66869396,sector 65,1256.0,0,1,0,0,0,1,159,465.0
central park resorts,flat,5.15,20901.0,3.0,3,3+,8.0,Moderately Old,R68495434,sector 48,2364.0,0,1,0,0,0,1,53,821.3333333333334
godrej aria,flat,1.3,9623.0,2.0,4,2,3.0,Relatively New,B70097328,sector 79,1216.0,0,0,0,0,0,0,53,675.5
ats triumph,flat,2.65,8413.0,4.0,4,3+,10.0,Relatively New,Q68672590,sector 104,2835.0,0,1,0,0,0,0,174,787.5
independent,house,7.5,23148.0,8.0,8,3+,3.0,Relatively New,,sector 56,3240.0,1,1,0,1,0,1,42,405.0
ireo the corridors,flat,1.85,9531.0,3.0,4,3,4.0,New Property,M69399940,sector 67,1941.0,1,0,1,0,0,2,150,647.0
emaar palm gardens,flat,1.75,9211.0,3.0,3,3,6.0,Relatively New,H69621590,sector 83,1544.0,0,1,0,0,0,2,105,633.3333333333334
puri diplomatic greens,flat,3.45,11695.0,4.0,5,3+,10.0,Relatively New,T69579124,sector 111,2655.0,0,1,0,0,0,0,101,737.5
smart world gems,flat,0.97,8794.0,2.0,2,3+,2.0,New Property,Y69756678,sector 89,1103.0,0,0,0,0,0,0,49,551.5
unitech espace,house,9.8,30247.0,4.0,4,3,2.0,Moderately Old,,sector 50,3240.0,0,1,0,0,0,0,22,810.0
signature global grand iva,flat,0.5,6250.0,2.0,2,2,10.0,Relatively New,X69787428,sector 103,696.0,0,0,0,0,0,0,8,400.0
emaar gurgaon greens,flat,1.38,13490.0,3.0,3,3,6.0,Relatively New,O67892682,sector 102,1311.0,0,1,0,0,0,2,128,341.0
ats kocoon,flat,2.2,10023.0,3.0,4,3,8.0,Relatively New,T68605626,sector 109,1860.0,0,1,0,0,0,0,156,731.6666666666666
emaar mgf marbella,house,12.0,37037.0,4.0,4,3+,3.0,Relatively New,,sector 66,3240.0,1,1,1,1,0,2,160,810.0
tata gurgaon gateway,flat,1.75,10442.0,2.0,2,2,10.0,Relatively New,P69588138,sector 113,1422.0,1,0,0,0,0,0,104,838.0
sobha city,flat,3.75,14940.0,3.0,3,2,16.0,New Property,Y68158826,sector 108,2109.0,0,1,0,0,0,0,77,836.6666666666666
sunischit apartments,flat,1.75,7955.0,3.0,3,3+,6.0,Moderately Old,K69101478,sector 54,2100.0,0,1,0,0,0,2,126,733.3333333333334
independent,house,7.85,29074.0,9.0,9,3+,3.0,Relatively New,,a block sushant lok phase 1,2700.0,1,1,0,1,1,1,49,300.0
godrej oasis,flat,1.15,7116.0,2.0,2,3,14.0,Relatively New,T69537352,sector 88a,1376.0,1,0,0,1,0,0,174,808.0
antriksh heights,flat,1.05,5012.0,4.0,4,3+,3.0,New Property,M69826440,sector 84,1886.0,1,0,0,0,0,0,66,523.75
independent,house,4.5,13889.0,4.0,4,0,4.0,Relatively New,,sector 28,3240.0,0,0,0,0,0,0,0,810.0
hsiidc sidco aravali,flat,0.86,3323.0,3.0,3,3+,3.0,Moderately Old,Y70128916,sector 1,1900.0,0,1,0,0,0,0,81,862.6666666666666
indiabulls enigma,flat,4.0,9850.0,4.0,4,3,17.0,New Property,P68022282,sector 110,3350.0,0,0,0,0,0,0,59,1015.25
independent,house,0.49,4261.0,2.0,2,1,3.0,New Property,,sector 47,1150.0,0,0,0,0,0,0,0,575.0
m3m heights,flat,2.1,16653.0,2.0,2,3,8.0,New Property,J69877808,sector 65,1012.0,0,0,0,0,0,0,31,630.5
ireo skyon,flat,2.15,23344.0,2.0,3,2,5.0,Relatively New,W69182584,sector 60,1250.0,0,1,0,0,0,2,49,460.5
indiabulls enigma,flat,3.45,10147.0,4.0,4,3,9.0,Moderately Old,R68299870,sector 110,3060.0,0,1,0,0,0,2,125,850.0
vatika signature villas,house,4.7,21759.0,3.0,3,3+,3.0,New Property,,sector 82,2160.0,0,1,0,0,0,0,33,720.0
ats triumph,flat,2.78,8825.0,4.0,4,3+,11.0,Relatively New,Z69574404,sector 104,2835.0,0,1,0,0,0,0,110,787.5
emaar imperial gardens,flat,1.92,9600.0,3.0,3,3,12.0,Relatively New,M70002238,sector 102,2222.0,1,1,1,1,0,0,95,666.6666666666666
zara aavaas,flat,0.49,6577.0,3.0,2,2,7.0,Under Construction,D64535100,sector 104,694.0,0,0,0,0,0,0,74,248.33333333333331
mrg skyline,flat,1.82,13392.0,3.0,2,2,4.0,Relatively New,H69258514,sector 106,1359.0,0,0,0,0,0,0,0,453.0
experion windchants,flat,3.0,11538.0,3.0,3,2,2.0,Relatively New,J69916692,sector 112,2600.0,0,0,0,0,1,2,49,866.6666666666666
shapoorji pallonji joyville gurugram,flat,0.97,10601.0,2.0,2,2,12.0,New Property,N68217640,sector 102,745.0,0,0,0,0,0,0,57,457.5
independent,house,1.07,11889.0,2.0,2,1,1.0,Old Property,,sector 15,900.0,0,1,0,0,0,0,7,450.0
krrish florence estate,flat,1.25,6702.0,3.0,3,3,18.0,Under Construction,H33897213,sector 70,1679.0,0,0,0,0,0,0,51,621.6666666666666
emaar gurgaon greens,flat,1.42,8606.0,3.0,3,3,7.0,Relatively New,Z69307376,sector 102,1311.0,0,1,0,0,0,0,128,550.0
paras dews,flat,1.15,6534.0,3.0,4,3+,12.0,Relatively New,P67113864,sector 106,1186.0,1,1,0,0,0,2,174,586.6666666666666
tata primanti,flat,4.25,13077.0,4.0,4,3+,0.0,Relatively New,Q69318144,sector 72,2925.0,0,1,0,0,0,2,174,812.5
signature the roselia,flat,0.41,7295.0,2.0,2,2,12.0,New Property,J70037020,sector 95a,670.0,0,0,0,0,0,2,93,281.0
kanchanjanga tower,flat,1.45,7632.0,3.0,3,3+,2.0,Moderately Old,E69440440,sector 56,1710.0,0,0,0,0,0,2,126,633.3333333333334
vatika gurgaon,flat,1.05,7000.0,3.0,3,3,3.0,Relatively New,S68476008,sector 83,1614.0,0,0,1,0,0,0,79,500.0
independent,house,13.2,27155.0,6.0,6,0,2.0,Moderately Old,,sector 50,4861.0,0,0,0,0,0,0,0,810.1666666666666
friends apartment,flat,2.0,8511.0,4.0,3,3,5.0,Moderately Old,Q69487782,sector 52,2085.0,0,1,0,0,0,1,111,587.5
rof ananda,flat,0.2,5602.0,1.0,1,1,2.0,Relatively New,L69979122,sector 95,407.0,0,0,0,1,0,0,53,357.0
dlf regal gardens,flat,1.17,6709.0,3.0,3,3,15.0,Relatively New,H68285778,sector 90,1630.0,0,0,0,0,0,2,136,581.3333333333334
not applicable,house,0.8,6088.0,5.0,4,3,3.0,Under Construction,,sector 4,146.0,0,0,0,0,0,0,0,262.8
krisumi waterfall residences,flat,2.3,15551.0,2.0,2,2,23.0,Relatively New,F69091350,sector 36a,1479.0,0,0,0,0,0,0,58,739.5
ambience creacions,flat,2.55,13710.0,3.0,3,3,5.0,Relatively New,W70124530,sector 22,1860.0,0,0,0,0,0,1,49,620.0
antriksh heights,flat,0.89,4369.0,3.0,3,3,8.0,Relatively New,D69973246,sector 84,1823.0,0,0,0,1,0,0,67,679.0
emaar mgf marbella,house,9.01,16066.0,4.0,4,3+,3.0,Relatively New,,sector 66,5574.7,0,1,1,0,0,0,122,1402.0
birla navya,flat,3.5,25926.0,3.0,3,3,1.0,Under Construction,W63605720,sector 63,1350.0,0,0,0,0,0,0,38,450.0
dlf regal gardens,flat,1.26,7636.0,3.0,3,2,12.0,Relatively New,B69161912,sector 90,1650.0,0,0,0,0,1,0,8,550.0
aipl zen residences,flat,1.65,13074.0,2.0,2,3,23.0,New Property,Q68396986,sector 70,1136.0,0,0,0,0,0,0,81,631.0
independent,house,2.8,22082.0,3.0,3,2,2.0,Moderately Old,,sector 49,1268.0,1,1,1,1,0,2,93,422.6666666666667
tulip violet,flat,1.92,15360.0,4.0,4,2,0.0,Relatively New,A69355858,sector 69,1389.0,0,0,0,0,0,0,174,312.5
godrej nature plus,flat,1.25,9025.0,2.0,2,3,17.0,Relatively New,W69238500,sector 33,1385.0,0,0,0,0,0,0,56,692.5
independent,house,3.25,22429.0,4.0,4,3+,3.0,Moderately Old,,sector 31,1449.0,1,1,1,1,0,2,29,362.25
independent,house,5.0,21124.0,9.0,9,3+,3.0,Moderately Old,,sector 40,2367.0,0,1,1,0,0,2,83,263.0
rail vihar cghs,flat,1.35,10385.0,3.0,2,2,1.0,Old Property,V69706736,sector 56,1275.0,0,0,0,0,1,0,159,433.3333333333333
godrej summit,flat,0.75,5910.0,2.0,2,3,6.0,Relatively New,U50040234,sector 104,1142.0,0,0,0,0,1,0,79,634.5
international city by sobha phase 2,house,9.5,26389.0,5.0,5,3+,2.0,Relatively New,,sector 109,3600.0,1,1,1,1,0,0,133,720.0
ansals highland park,flat,1.2,6186.0,3.0,3,3+,4.0,Under Construction,M61073986,sector 103,1940.0,0,1,0,0,0,0,0,646.6666666666666
umang monsoon breeze,flat,0.69,5391.0,2.0,2,2,11.0,Moderately Old,K69682308,sector 78,1422.0,0,0,0,0,0,0,60,640.0
pyramid urban homes 2,flat,0.5,8319.0,2.0,2,1,2.0,Relatively New,D69281892,sector 86,668.0,0,0,0,0,0,0,35,300.5
chd avenue,flat,0.95,7917.0,2.0,2,0,5.0,Moderately Old,D69982334,sector 71,1200.0,0,0,0,0,0,0,0,600.0
independent,house,6.0,35088.0,4.0,6,2,2.0,Old Property,,sector 12,1710.0,0,0,0,0,0,0,0,427.5
ansal housing highland park,flat,2.0,7491.0,4.0,5,3+,14.0,New Property,S64281756,sector 103,2403.0,0,1,0,0,0,0,45,667.5
prime habitat,flat,0.27,5433.0,2.0,2,1,4.0,New Property,H55001796,sector 99a,552.0,0,0,0,0,0,0,7,248.5
rof ananda,flat,0.38,5901.0,3.0,2,1,2.0,Relatively New,J69978520,sector 95,716.0,0,0,0,1,0,2,66,214.66666666666663
unitech sunbreeze,flat,0.75,6849.0,2.0,2,2,4.0,Under Construction,G70026492,sector 69,986.0,0,0,0,0,0,0,0,547.5
sare green parc 2,flat,0.61,4837.0,3.0,2,2,6.0,Under Construction,D59682774,sector 92,1135.0,0,0,0,0,1,0,0,420.3333333333333
vatika the seven lamps,flat,1.28,6819.0,3.0,3,3,3.0,Relatively New,D69545164,sector 82,1800.0,1,0,0,0,0,2,165,625.6666666666666
ats triumph,flat,2.62,8317.0,4.0,4,3+,14.0,Relatively New,E69696890,sector 104,2835.0,0,1,0,0,0,0,174,787.5
dlf new town heights,flat,1.8,7679.0,4.0,4,3+,6.0,Moderately Old,A70082770,sector 91,2604.0,0,1,0,1,0,0,81,586.0
independent,house,0.34,7556.0,1.0,1,1,1.0,Relatively New,,sector 39,450.0,0,0,0,0,0,0,0,450.0
dlf the skycourt,flat,1.59,8243.0,3.0,3,3,17.0,Relatively New,H69904258,sector 86,1700.0,0,0,0,0,1,2,165,643.0
emaar digihomes,flat,2.1,14257.0,2.0,2,2,30.0,New Property,H69537854,sector 62,1358.0,0,1,0,0,0,0,52,736.5
sare crescent parc,flat,0.8,6033.0,3.0,2,2,3.0,Relatively New,H70119648,sector 92,1473.0,0,0,0,0,0,0,15,442.0
m3m skycity,flat,2.1,16031.0,2.0,2,2,43.0,New Property,O68590264,sector 65,1179.0,0,0,0,0,0,0,127,655.0
puri the aravallis,flat,3.87,17200.0,3.0,4,3+,21.0,Under Construction,N68643454,sector 61,2250.0,0,1,0,0,0,0,58,750.0
rof ananda,flat,0.31,5647.0,2.0,2,1,5.0,Relatively New,P69978952,sector 95,610.0,0,0,0,1,0,2,74,274.5
pareena coban residences,flat,1.32,6610.0,3.0,5,3,11.0,New Property,Z69589064,sector 99a,1732.0,0,1,0,0,0,0,88,665.6666666666666
tulip violet,flat,1.43,8888.0,3.0,3,2,1.0,Relatively New,R69568362,sector 69,1301.0,0,0,0,1,0,0,86,536.3333333333334
indiabulls enigma,flat,3.7,10882.0,4.0,5,3,7.0,Relatively New,A69958970,sector 110,3060.0,0,1,0,0,0,0,156,850.0
nitin vihar,house,0.85,9444.0,3.0,2,0,1.0,Relatively New,,sector 33,900.0,0,0,0,0,0,0,15,300.0
corona optus,flat,1.25,7176.0,3.0,3,3,2.0,Relatively New,X70044746,sector 37c,1559.0,1,0,0,0,0,0,49,580.6666666666666
ats tourmaline,flat,1.65,7674.0,3.0,3,3+,16.0,Relatively New,V69309850,sector 109,1935.0,0,1,0,0,0,2,49,716.6666666666666
ss the leaf,flat,1.24,7122.0,2.0,2,3,10.0,Relatively New,L70086096,sector 85,1730.0,0,0,0,0,0,0,49,870.5
experion windchants,flat,3.65,12310.0,3.0,4,3+,14.0,Relatively New,R62216030,sector 112,2225.56,0,1,0,0,0,2,150,988.3333333333334
independent,house,6.5,21667.0,5.0,6,0,1.0,Moderately Old,,sector 50,3000.0,0,0,0,0,0,0,0,600.0
umang monsoon breeze,flat,0.95,5491.0,3.0,3,2,9.0,Relatively New,U61729278,sector 78,1730.0,0,0,0,0,0,2,65,576.6666666666666
emaar gurgaon greens,flat,1.35,8182.0,3.0,3,3,5.0,Relatively New,C64607518,sector 102,1311.0,0,1,0,0,0,0,119,550.0
signature global city 92,flat,0.78,11143.0,2.0,2,3,2.0,Under Construction,C69153300,sector 92,843.0,0,0,0,0,1,0,24,350.0
siddhartha apartment,flat,1.1,4327.0,4.0,3,3,9.0,Relatively New,A59296758,sector 95,2824.0,0,1,0,0,1,0,22,635.5
raheja vanya,flat,0.85,6789.0,2.0,2,2,3.0,New Property,Q68429406,sector 99a,1127.0,0,0,0,0,0,0,43,626.0
tata primanti,flat,3.5,11427.0,4.0,5,3+,10.0,Relatively New,W8942961,sector 72,2625.0,0,1,0,0,1,0,38,765.75
shree arihant apartment,flat,1.55,7381.0,3.0,3,3+,3.0,Moderately Old,E68958236,sector 54,2000.0,0,0,0,1,1,2,125,700.0
signature andour heights,flat,0.55,8607.0,2.0,2,1,7.0,Relatively New,Y68524014,sector 71,600.0,0,0,0,0,0,2,24,319.5
m3m skywalk,flat,1.78,12500.0,2.0,2,3+,12.0,Relatively New,D68976426,sector 74,1582.0,0,0,0,0,0,0,63,712.0
independent,house,14.0,39886.0,9.0,9,3+,4.0,Moderately Old,,c block sushant lok phase 1,3510.0,0,1,0,0,0,0,7,390.0
ireo uptown,flat,1.32,11438.0,2.0,2,2,6.0,Relatively New,C70169392,sector 66,1042.0,0,0,0,0,0,0,45,577.0
hero homes,flat,1.9,11249.0,3.0,3,3,16.0,Under Construction,X69886996,sector 104,1361.0,0,0,0,1,0,2,103,563.0
supertech hues,flat,1.0,8475.0,2.0,2,3,23.0,New Property,U69732050,sector 68,1311.0,0,0,0,0,0,0,49,590.0
bestech park view grand spa,flat,2.2,8271.0,3.0,4,3+,8.0,Relatively New,R68344512,sector 81,2475.0,0,1,0,0,0,2,165,886.6666666666666
smart world orchard,flat,2.5,16139.0,3.0,3,1,1.0,Under Construction,K69876578,sector 61,1549.0,0,0,0,0,0,0,61,516.3333333333334
corona gracieux,flat,1.08,5510.0,3.0,3,3,1.0,New Property,M56957678,sector 76,1764.0,0,1,0,0,0,0,58,653.3333333333334
central park resorts,flat,3.65,15240.0,3.0,3,3+,9.0,Relatively New,B34721721,sector 48,2395.0,0,0,0,0,1,2,157,798.3333333333334
greenopolis,flat,0.9,4700.0,3.0,3,0,14.0,Under Construction,I19370017,sector 89,1910.0,0,0,0,0,0,0,67,638.3333333333334
dlf park place,flat,4.86,25920.0,3.0,4,3+,7.0,Relatively New,F69409432,sector 54,1875.0,0,1,0,0,0,2,49,625.0
tulip purple,flat,2.6,10833.0,4.0,4,3+,4.0,Moderately Old,S69725162,sector 69,2160.0,0,1,0,0,0,0,37,600.0
bptp terra,flat,2.08,10000.0,4.0,4,3,0.0,New Property,H69558740,sector 37,2199.0,1,1,0,1,0,0,121,520.0
independent,house,0.36,8000.0,1.0,1,0,1.0,Old Property,,sector 9,450.0,0,0,0,0,0,0,0,450.0
pyramid urban,flat,0.56,7932.0,2.0,2,2,0.0,Relatively New,V69823998,sector 67,778.0,0,0,0,0,1,0,49,353.0
rof ananda,flat,0.55,5500.0,3.0,2,2,14.0,New Property,O69600598,sector 95,864.0,1,0,0,0,0,1,30,333.3333333333333
emaar mgf the palm drive,flat,2.85,14615.0,3.0,3,3,11.0,Relatively New,B67722588,sector 66,1950.0,1,0,0,0,0,2,67,650.0
kibithu villas,flat,3.45,12778.0,4.0,4,3+,2.0,Moderately Old,N69737906,sector 48,3000.0,0,0,0,0,0,0,0,675.0
independent,house,8.25,30556.0,5.0,6,3+,3.0,Moderately Old,,b block sushant lok phase 1,2700.0,1,1,1,1,0,2,64,540.0
chintamani,flat,1.57,8509.0,3.0,3,3,1.0,Relatively New,K69908978,sector 103,1845.0,0,0,0,0,0,0,0,615.0
paras dews,flat,1.2,11605.0,3.0,3,3,12.0,Relatively New,P69532002,sector 106,1145.0,1,0,0,0,0,0,158,344.6666666666667
godrej aria,flat,1.1,7774.0,2.0,2,3+,4.0,New Property,R68188116,sector 79,1216.0,0,0,0,0,0,2,49,707.5
shree vardhman victoria,flat,1.55,7949.0,3.0,3,3,6.0,Relatively New,U69660564,sector 70,1523.0,1,1,0,1,1,0,49,650.0
ireo victory valley,flat,3.05,12650.0,3.0,3,3+,21.0,Relatively New,F68711924,sector 67,2023.0,0,1,0,0,0,2,157,803.6666666666666
kiran residency,flat,1.5,7500.0,3.0,3,3+,4.0,Relatively New,W69731696,sector 56,1900.0,0,1,0,0,0,2,126,666.6666666666666
shapoorji pallonji joyville gurugram,flat,1.35,9934.0,2.0,2,2,9.0,Relatively New,M69125514,sector 102,1223.0,0,0,0,0,0,0,100,679.5
signature global park,flat,0.58,7056.0,2.0,2,2,3.0,New Property,X69816370,sector 36,822.0,0,0,0,0,0,0,58,411.0
m3m golfestate,flat,5.9,17544.0,3.0,3,3,9.0,Moderately Old,Y70109168,sector 65,3027.0,1,0,0,0,0,1,21,1121.0
sare crescent parc,flat,0.8,4211.0,4.0,3,2,10.0,Relatively New,G46888525,sector 92,1710.0,0,0,0,0,1,0,37,475.0
independent,house,23.0,25556.0,4.0,4,3+,2.0,Relatively New,,sector 26,9000.0,1,1,1,1,0,2,145,2250.0
vatika the seven lamps,flat,0.86,6022.0,2.0,2,2,12.0,Relatively New,K69141940,sector 82,1287.0,1,0,0,0,0,2,135,714.0
aipl the peaceful homes,flat,2.8,11915.0,3.0,4,3,22.0,Relatively New,N70121956,sector 70,2350.0,0,1,0,0,0,0,49,783.3333333333334
rof ananda,flat,0.37,5745.0,3.0,2,1,6.0,Relatively New,X69978608,sector 95,716.0,0,0,0,1,0,2,72,214.66666666666663
unitech aspen greens,house,6.8,31481.0,4.0,5,3,3.0,Old Property,,sector 50,2160.0,1,1,0,0,0,2,111,540.0
the lions cghs,flat,2.09,8708.0,4.0,4,3+,7.0,Relatively New,R69165780,sector 56,2300.0,0,0,0,0,1,2,125,600.0
ireo uptown,flat,4.85,12999.0,4.0,4,3+,15.0,Relatively New,M70162658,sector 66,3500.0,1,1,1,1,0,2,156,932.75
independent,house,2.25,9615.0,3.0,2,1,1.0,Old Property,,sector 10,250.0,0,1,0,1,0,0,8,780.0
unitech deerwood chase,house,15.0,33333.0,4.0,4,2,2.0,Moderately Old,,sector 50,4500.0,0,1,0,0,0,0,160,1125.0
shree vardhman victoria,flat,1.25,9259.0,2.0,2,3,3.0,Relatively New,T69936934,sector 70,1215.0,1,0,0,0,0,0,43,675.0
saan verdante,flat,2.0,10178.0,3.0,4,3+,5.0,New Property,U70096330,sector 95,1959.0,0,1,0,0,0,0,49,655.0
smart world orchard,flat,1.47,12250.0,2.0,2,2,2.0,Under Construction,S68849476,sector 61,1333.0,1,0,0,0,0,0,76,600.0
vipul tatvam villa,house,8.4,21000.0,4.0,5,3+,2.0,Moderately Old,,sector 48,4000.0,1,1,0,1,0,2,49,1000.0
emaar mgf emerald floors premier,flat,2.4,14545.0,3.0,3,3,3.0,Relatively New,X69990764,sector 65,1600.0,1,1,0,0,0,2,49,550.0
la vida by tata housing,flat,1.45,11364.0,2.0,2,2,6.0,Relatively New,F60843478,sector 113,1076.0,0,0,0,0,0,0,80,638.0
ss the leaf,flat,2.1,7468.0,4.0,4,3,7.0,Relatively New,F70087658,sector 85,2600.0,1,1,0,1,0,0,49,703.0
puri emerald bay,flat,2.3,9388.0,3.0,4,3+,10.0,Moderately Old,J69578070,sector 104,2205.0,0,1,0,0,0,0,101,816.6666666666666
ats tourmaline,flat,1.4,8000.0,3.0,3,3+,5.0,Relatively New,F68897920,sector 109,1466.0,0,0,0,0,0,0,44,583.3333333333334
independent,house,4.0,19753.0,5.0,4,1,2.0,Moderately Old,,sector 11,2025.0,0,0,0,0,0,0,0,405.0
emaar gurgaon greens,flat,1.45,14174.0,3.0,3,3,10.0,Relatively New,D69431806,sector 102,1311.0,0,1,0,0,0,0,165,341.0
piedmont taksila heights,flat,0.9,5856.0,3.0,3,3,9.0,Moderately Old,M69655182,sector 37c,1537.0,0,0,0,0,0,2,94,512.3333333333334
supertech araville,flat,0.8,5267.0,2.0,2,2,12.0,New Property,G68851842,sector 79,1688.0,1,0,0,0,0,0,49,759.5
uppal southend,house,4.4,15278.0,6.0,6,3,3.0,Moderately Old,,sector 49,2880.0,1,1,1,1,0,1,110,480.0
dlf regal gardens,flat,1.21,6926.0,3.0,3,3+,29.0,Relatively New,O41345031,sector 90,1572.0,0,0,0,0,1,0,95,582.3333333333334
ireo skyon,flat,3.7,13214.0,4.0,5,3,10.0,Relatively New,X69205630,sector 60,2520.0,0,1,0,0,0,2,165,700.0
unitech uniworld resorts,house,11.5,24573.0,5.0,6,3+,4.0,Relatively New,,sector 33,4680.0,0,1,0,0,0,0,84,936.0
imperia the esfera,flat,0.99,5455.0,3.0,5,3+,5.0,Relatively New,E69870240,sector 37c,1400.0,0,1,0,0,0,0,49,605.0
orchid petals,flat,4.21,11836.0,5.0,6,3+,14.0,Relatively New,I70022598,sector 49,3202.0,0,1,0,1,0,0,35,711.4
m3m heights,flat,2.65,18493.0,2.0,2,3,4.0,New Property,I68332432,sector 65,1433.0,1,0,0,0,0,0,38,716.5
not applicable,house,0.75,11719.0,2.0,4,3,2.0,Moderately Old,,sector 4,640.0,0,0,0,0,0,0,0,320.0
signature global city 37d ph 2,flat,1.07,8237.0,3.0,3,2,2.0,Under Construction,L70057882,sector 37,1450.0,0,0,0,0,0,0,86,433.0
shapoorji pallonji joyville gurugram,flat,1.26,10040.0,2.0,2,2,10.0,Relatively New,F69557866,sector 102,1094.0,0,0,0,0,0,0,108,627.5
bptp pedestal,flat,1.6,10159.0,3.0,3,3,2.0,New Property,O61525312,sector 70,1750.0,0,1,0,0,1,0,77,525.0
bestech park view ananda,flat,1.15,6928.0,3.0,2,3+,6.0,Relatively New,X69632472,sector 81,1459.0,1,0,0,0,0,2,104,553.3333333333334
emaar mgf emerald floors,flat,3.2,10159.0,4.0,3,2,1.0,Relatively New,C69772638,sector 65,3150.0,0,1,0,0,0,0,0,787.5
emaar palm gardens,flat,1.4,8140.0,3.0,3,3,2.0,Relatively New,M69589232,sector 83,1383.0,1,1,1,1,0,2,174,573.3333333333334
independent,house,5.75,23663.0,4.0,4,2,4.0,Under Construction,,sector 43,2430.0,0,1,1,0,0,1,153,607.5
independent,house,9.0,27778.0,8.0,5,3+,3.0,Old Property,,sector 41,3240.0,0,1,1,1,0,2,26,405.0
independent,house,0.49,10381.0,2.0,1,0,1.0,Old Property,,sector 10,530.0,0,0,0,0,0,0,7,236.0
independent,house,0.5,5556.0,2.0,2,0,1.0,Moderately Old,,sector 105,100.0,0,0,0,0,0,0,0,450.0
shapoorji pallonji joyville gurugram,flat,1.6,11696.0,2.0,2,3,14.0,Moderately Old,K69091354,sector 102,1368.0,0,0,0,0,0,0,0,684.0
aipl the peaceful homes,flat,2.4,11163.0,3.0,3,3,11.0,Relatively New,L68419948,sector 70,1935.0,0,1,0,0,0,0,108,716.6666666666666
ss,flat,2.09,7432.0,4.0,4,3,8.0,Relatively New,L70088218,sector 85,2600.0,1,1,0,1,0,0,49,703.0
pioneer park,flat,3.6,12627.0,4.0,4,3,3.0,Moderately Old,E70071544,sector 61,2566.0,0,1,0,0,0,2,121,712.75
dlf new town heights,flat,1.27,6580.0,3.0,4,3,19.0,Relatively New,B69623152,sector 86,1800.0,0,1,0,1,0,0,126,643.3333333333334
arjun marg/ sector- 26 phase- 1/ golf course road,house,31.5,35000.0,7.0,9,3+,3.0,Moderately Old,,sector 26,9000.0,1,1,1,1,0,1,74,1285.7142857142858
vipul tatvam villa,house,19.5,22222.0,5.0,6,3,2.0,Moderately Old,,sector 48,8775.0,1,1,1,1,0,2,110,1755.0
ss the leaf,flat,1.09,6667.0,2.0,2,3,9.0,Relatively New,Z66074778,sector 85,1638.0,0,0,1,0,0,0,174,817.5
tata gurgaon gateway,flat,2.45,10788.0,3.0,3,3,8.0,Relatively New,B69588358,sector 113,2003.0,0,0,0,0,0,0,110,757.0
parsvnath green ville,flat,1.6,8377.0,3.0,3,3,13.0,Old Property,Y69851152,sector 48,1700.0,0,0,0,0,1,2,119,636.6666666666666
eldeco accolade,flat,0.95,6177.0,2.0,2,3+,8.0,Under Construction,T36802743,sector 2,1050.0,1,0,0,0,1,0,72,769.0
dlf regal gardens,flat,1.7,7222.0,4.0,4,3+,15.0,Moderately Old,S68627244,sector 90,1994.0,0,1,0,0,0,0,38,588.5
