society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
uppal southend,house,4.4,15278.0,Plot area 320(267.56 sq.m.),2880.0,6,6,3,3.0,North,Moderately Old,,sector 49,,2880.0,,1,1,1,1,0,1,110
dlf regal gardens,flat,1.21,6926.0,Super Built up area 1747(162.3 sq.m.),1747.0,3,3,3+,29.0,West,Relatively New,O41345031,sector 90,1747.0,,,0,0,0,0,1,0,95
ireo skyon,flat,3.7,13214.0,Super Built up area 2800(260.13 sq.m.),2800.0,4,5,3,10.0,South,Relatively New,X69205630,sector 60,2800.0,,,0,1,0,0,0,2,165
unitech uniworld resorts,house,11.5,24573.0,Plot area 520(434.79 sq.m.),4680.0,5,6,3+,4.0,East,Relatively New,,sector 33,,4680.0,,0,1,0,0,0,0,84
imperia the esfera,flat,0.99,5454.0,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),1815.0,3,5,3+,5.0,North-West,Relatively New,E69870240,sector 37c,1815.0,1400.0,1270.0,0,1,0,0,0,0,49
orchid petals,flat,4.21,11835.0,Super Built up area 3557(330.46 sq.m.),3557.0,5,6,3+,14.0,South-East,Relatively New,I70022598,sector 49,3557.0,,,0,1,0,1,0,0,35
m3m heights,flat,2.65,18492.0,Super Built up area 1433(133.13 sq.m.),1433.0,2,2,3,4.0,North-East,New Property,I68332432,sector 65,1433.0,,,1,0,0,0,0,0,38
not applicable,house,0.75,11718.0,Plot area 640(59.46 sq.m.),640.0,5,4,3,2.0,,Moderately Old,,sector 4,,640.0,,0,0,0,0,0,0,0
signature global city 37d ph 2,flat,1.07,8237.0,Carpet area: 1305 (121.24 sq.m.),1299.0,3,3,2,2.0,North-East,Under Construction,L70057882,sector 37,,,1305.0,0,0,0,0,0,0,86
shapoorji pallonji joyville gurugram,flat,1.26,10041.0,Super Built up area 1215(112.88 sq.m.),1255.0,2,2,2,10.0,North,Relatively New,F69557866,sector 102,1215.0,,,0,0,0,0,0,0,108
bptp pedestal,flat,1.6,10158.0,Carpet area: 1575 (146.32 sq.m.),1575.0,3,3,3,2.0,North-East,New Property,O61525312,sector 70,,,1575.0,0,1,0,0,1,0,77
bestech park view ananda,flat,1.15,6927.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),1660.0,3,2,3+,6.0,South,Relatively New,X69632472,sector 81,1660.0,,1282.0,1,0,0,0,0,2,104
emaar mgf emerald floors,flat,3.2,10159.0,Built Up area: 3150 (292.64 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3150.0,4,3,2,1.0,,Relatively New,C69772638,sector 65,,3150.0,1750.0,0,1,0,0,0,0,0
emaar palm gardens,flat,1.4,8139.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),1720.0,3,3,3,2.0,North-West,Relatively New,M69589232,sector 83,1720.0,,1095.3,1,1,1,1,0,2,174
independent,house,5.75,23662.0,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),2430.0,4,4,2,4.0,North,Under Construction,,sector 43,,260.0,220.0,0,1,1,0,0,1,153
independent,house,9.0,27778.0,Plot area 360(301.01 sq.m.),3240.0,8,5,3+,3.0,,Old Property,,sector 41,,3240.0,,0,1,1,1,0,2,26
independent,house,0.49,10378.0,Plot area 530(49.24 sq.m.),472.0,2,1,0,1.0,,Old Property,,sector 10,,530.0,,0,0,0,0,0,0,7
independent,house,0.5,50000.0,Built Up area: 100 (9.29 sq.m.),100.0,2,2,0,1.0,,Undefined,,sector 105,,100.0,,0,0,0,0,0,0,0
shapoorji pallonji joyville gurugram,flat,1.6,11700.0,Built Up area: 1368 (127.09 sq.m.),1368.0,2,2,3,14.0,,Moderately Old,K69091354,sector 102,,1368.0,,0,0,0,0,0,0,0
aipl the peaceful homes,flat,2.4,11162.0,Super Built up area 2150(199.74 sq.m.),2150.0,3,3,3,11.0,South-West,Relatively New,L68419948,sector 70,2150.0,,,0,1,0,0,0,0,108
ss,flat,2.09,7432.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,4,4,3,8.0,South-East,Relatively New,L70088218,sector 85,2812.0,2600.0,2400.0,1,1,0,1,0,0,49
independent,house,18.4,1859.0,Plot area 502(419.74 sq.m.)Carpet area: 11000 sq.yards (9197.4 sq.m.),98978.0,6,8,3+,4.0,South,Relatively New,,sector 26,,,11000.0,0,1,1,1,0,2,60
pioneer park,flat,3.6,12627.0,Super Built up area 2851(264.87 sq.m.),2851.0,4,4,3,3.0,North,Moderately Old,E70071544,sector 61,2851.0,,,0,1,0,0,0,2,121
dlf new town heights,flat,1.27,6580.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1930.0,3,4,3,19.0,South-West,Relatively New,B69623152,sector 86,1930.0,1800.0,1450.0,0,1,0,1,0,0,126
arjun marg/ sector- 26 phase- 1/ golf course road,house,31.5,35000.0,Plot area 1000(836.13 sq.m.),9000.0,7,9,3+,3.0,North-East,Moderately Old,,sector 26,,9000.0,,1,1,1,1,0,1,74
independent,house,3.93,24214.0,Plot area 1623(150.78 sq.m.)Built Up area: 1622 sq.ft. (150.69 sq.m.),1623.0,19,17,3,4.0,North-West,Relatively New,,sector 17,,1622.0,,1,1,1,1,0,0,74
vipul tatvam villa,house,19.5,22222.0,Plot area 975(815.22 sq.m.),8775.0,5,6,3,2.0,North,Moderately Old,,sector 48,,8775.0,,1,1,1,1,0,2,110
ss the leaf,flat,1.09,6666.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),1635.0,2,2,3,9.0,South-West,Relatively New,Z66074778,sector 85,1640.0,1638.0,1635.0,0,0,1,0,0,0,174
tata gurgaon gateway,flat,2.45,10786.0,Super Built up area 2225(206.71 sq.m.),2271.0,3,3,3,8.0,North,Relatively New,B69588358,sector 113,2225.0,,,0,0,0,0,0,0,110
parsvnath green ville,flat,1.6,8376.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1910.0,3,3,3,13.0,North-West,Old Property,Y69851152,sector 48,1910.0,1700.0,1600.0,0,0,0,0,1,2,119
eldeco accolade,flat,0.95,6178.0,Super Built up area 1457(135.36 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),1538.0,2,2,3+,8.0,South,Under Construction,T36802743,sector 2,1457.0,1050.0,849.0,1,0,0,0,1,0,72
dlf regal gardens,flat,1.7,7223.0,Super Built up area 2215(205.78 sq.m.),2354.0,4,4,3+,15.0,North-West,Moderately Old,S68627244,sector 90,2215.0,,,0,1,0,0,0,0,38
eros rosewood city,house,1.6,31481.0,Plot area 60(50.17 sq.m.),508.0,4,4,3,4.0,East,New Property,,sector 49,,60.0,,0,0,0,0,0,2,27
la vida by tata housing,flat,2.4,10825.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1940 sq.ft. (180.23 sq.m.)Carpet area: 1730 sq.ft. (160.72 sq.m.),2217.0,3,4,3+,5.0,North-East,Relatively New,U69781434,sector 113,2217.0,1940.0,1730.0,0,1,0,0,0,0,49
ambience creacions,flat,1.99,14420.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1285 sq.ft. (119.38 sq.m.)Carpet area: 1280 sq.ft. (118.92 sq.m.),1380.0,2,2,2,9.0,North-East,New Property,M69440724,sector 22,1380.0,1285.0,1280.0,1,1,0,1,0,0,20
sidhivinayak apartments,flat,1.9,10555.0,Carpet area: 1800 (167.23 sq.m.),1800.0,4,3,3+,9.0,North,Moderately Old,E68914456,sector 55,,,1800.0,0,0,0,1,0,1,35
signature global solera 2,flat,0.51,9.0,Carpet area: 514396 (47788.95 sq.m.),566667.0,2,2,1,3.0,North,New Property,B70122778,sector 107,,,514396.0,0,0,0,0,0,0,44
ss the leaf,flat,1.1,9565.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),1150.0,2,2,3,10.0,West,Relatively New,M69399790,sector 85,1640.0,1600.0,1150.0,0,0,0,1,0,0,150
shree vardhman victoria,flat,1.23,9111.0,Super Built up area 1350(125.42 sq.m.),1350.0,2,2,3,1.0,North-East,Relatively New,O69936994,sector 70,1350.0,,,1,0,0,0,0,0,43
godrej summit,flat,1.25,6778.0,Super Built up area 1844(171.31 sq.m.),1844.0,3,4,3+,12.0,East,Relatively New,G50040394,sector 104,1844.0,,,0,1,0,0,1,0,79
ild greens,flat,1.0,4320.0,Super Built up area 1875(174.19 sq.m.),2315.0,3,3,3+,5.0,North,Under Construction,V37903509,sector 37c,1875.0,,,0,0,0,0,0,0,51
ireo victory valley,flat,3.5,14583.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2400.0,3,4,3,24.0,North-East,Relatively New,N69311428,sector 67,2698.0,2490.0,2400.0,0,1,0,1,0,2,149
mrg world ultimus,flat,0.5,6983.0,Carpet area: 716 (66.52 sq.m.),716.0,2,2,2,1.0,North-East,Under Construction,K68195520,sector 90,,,716.0,0,0,0,0,0,0,21
independent,house,13.5,50000.0,Plot area 300(250.84 sq.m.),2700.0,16,16,3+,4.0,North-West,Relatively New,,sector 43,,2700.0,,1,1,0,1,1,0,41
tata primanti,flat,3.5,11428.0,Built Up area: 2625 (243.87 sq.m.),3063.0,4,5,3+,16.0,East,Relatively New,G16283577,sector 72,,2625.0,,0,1,0,0,1,0,31
godrej,flat,1.47,16256.0,Carpet area: 84.01,904.0,2,2,3,9.0,North-East,New Property,Z69627792,sector 79,,,84.01,1,0,0,0,0,0,99
conscient habitat,flat,0.35,6422.0,Carpet area: 545 (50.63 sq.m.),545.0,2,2,1,3.0,North-East,Relatively New,V62459824,sector 99a,,,545.0,0,0,0,0,0,0,62
ss the leaf,flat,1.25,7179.0,Carpet area: 1741 (161.74 sq.m.),1741.0,2,2,2,16.0,North,Relatively New,L69730618,sector 85,,,1741.0,0,0,0,0,0,2,49
sector 57 huda,house,3.8,26063.0,Plot area 162(135.45 sq.m.)Built Up area: 162 sq.yards (135.45 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),1458.0,8,8,3+,4.0,East,Relatively New,,sector 57,,162.0,160.0,0,0,1,1,0,2,94
adani m2k oyster grande,flat,2.5,7817.0,Super Built up area 3198(297.1 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),3198.0,4,5,3+,10.0,North-East,Relatively New,U69504806,sector 102,3198.0,2600.0,2350.0,0,1,0,1,0,2,174
sbtl caladium,flat,1.3,6914.0,Super Built up area 1880(174.66 sq.m.),1880.0,3,2,3,16.0,East,Moderately Old,H69848302,sector 109,1880.0,,,0,0,0,0,0,0,134
raheja navodaya,flat,0.85,4271.0,Super Built up area 1990(184.88 sq.m.),1990.0,3,3,3,2.0,North-West,Relatively New,X68141470,sector 92,1990.0,,,0,0,0,0,0,0,100
conscient heritage max,flat,2.22,13875.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,3,4,3+,15.0,East,Relatively New,L68345584,sector 102,2149.0,2000.0,1600.0,1,1,0,0,0,0,82
independent,house,4.12,8889.0,Plot area 515(430.61 sq.m.),4635.0,2,1,3+,,,Moderately Old,,sector 105,,4635.0,,0,0,0,0,0,0,0
supertech araville,flat,1.35,6940.0,Carpet area: 1945 (180.7 sq.m.),1945.0,3,3,3,4.0,,Relatively New,H68825634,sector 79,,,1945.0,0,0,0,0,0,0,0
orchid petals,flat,4.52,10984.0,Super Built up area 4115(382.3 sq.m.),4115.0,5,5,3+,14.0,West,Moderately Old,K69732128,sector 49,4115.0,,,1,1,0,1,0,0,49
mapsko mount ville,flat,1.1,12732.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),864.0,3,3,3,22.0,South-West,Relatively New,I69664328,sector 79,1490.0,,863.91,1,0,0,1,0,0,135
emaar mgf palm hills,flat,1.65,8461.0,Super Built up area 1950(181.16 sq.m.),1950.0,4,3,3,9.0,South,Relatively New,S70076870,sector 77,1950.0,,,0,1,0,0,0,0,100
independent,house,3.75,20425.0,Plot area 204(170.57 sq.m.),1836.0,4,4,3+,3.0,,Old Property,,sector 5,,1836.0,,0,0,0,0,0,2,28
vipul tatvam villa,house,8.5,21250.0,Plot area 4000(371.61 sq.m.),4000.0,4,5,3+,2.0,North,Moderately Old,,sector 48,,4000.0,,1,1,0,1,1,2,49
huda ashok vihar phase,house,0.7,10233.0,Plot area 684(63.55 sq.m.),684.0,3,2,1,2.0,North-East,New Property,,sector 4,,684.0,,1,0,0,0,0,0,7
independent,house,3.5,17500.0,Plot area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),2000.0,3,3,1,2.0,North-East,Undefined,,sector 10,,2000.0,,0,0,0,0,0,0,0
emaar palm gardens,flat,1.8,9473.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),1900.0,3,4,3,4.0,West,Relatively New,Y69577746,sector 83,1900.0,,1244.33,1,1,1,1,0,2,174
independent,house,1.55,6567.0,Built Up area: 2360 (219.25 sq.m.),2360.0,3,2,0,1.0,,Undefined,,sector 109,,2360.0,,0,0,0,0,0,0,0
raheja sampada,flat,0.9,6569.0,Super Built up area 1370(127.28 sq.m.),1370.0,3,2,3,11.0,East,Relatively New,I56902148,sector 92,1370.0,,,0,0,0,0,0,0,88
rof aalayas,flat,0.45,8404.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),535.0,2,2,1,14.0,North,Relatively New,V70147230,sector 102,597.0,,535.4,0,0,0,0,0,1,57
m3m woodshire,flat,0.82,6002.0,Super Built up area 1366(126.91 sq.m.),1366.0,2,2,3+,7.0,North-East,Relatively New,U69550268,sector 107,1366.0,,,0,0,0,0,0,0,111
satya the hermitage,house,4.35,13501.0,Plot area 358(299.33 sq.m.),3222.0,4,4,3+,2.0,North,Relatively New,,sector 103,,3222.0,,1,1,1,1,0,0,138
emaar digihomes,flat,2.45,16000.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1531.0,2,2,2,7.0,North-East,New Property,R69847680,sector 62,,1200.0,1000.0,1,0,0,0,0,1,174
godrej icon,flat,1.75,1384.0,Carpet area: 1175.11,12645.0,3,3,3+,6.0,,New Property,O63985496,sector 88a,,,1175.11,0,0,0,0,0,0,55
m3m golfestate,flat,4.95,15906.0,Super Built up area 3112(289.11 sq.m.),3112.0,3,3,3,10.0,North,Relatively New,M69810242,sector 65,3112.0,,,0,1,0,0,0,2,82
ats kocoon,flat,2.22,10596.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),2095.0,3,4,3,14.0,East,Relatively New,Q70065940,sector 109,2095.0,1860.0,,1,1,1,1,0,0,45
m3m golfestate,flat,4.94,16233.0,Super Built up area 3043(282.7 sq.m.),3043.0,3,4,3,15.0,North-East,Moderately Old,N67917630,sector 65,3043.0,,,0,1,0,0,0,0,165
conscient elevate,flat,4.25,18518.0,Super Built up area 2295(213.21 sq.m.),2295.0,3,4,3,3.0,,Under Construction,D69024020,sector 59,2295.0,,,0,0,0,0,0,0,0
tulip violet,flat,1.7,8457.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),2010.0,4,4,2,10.0,South-West,Relatively New,O68587792,sector 69,2010.0,,1610.0,1,1,1,1,0,0,174
imperia the esfera,flat,0.85,5386.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),1578.0,2,3,3,9.0,South-East,Relatively New,R70039414,sector 37c,1578.0,,1310.0,1,0,0,0,0,0,49
pareena coban residences,flat,1.02,8793.0,Super Built up area 1550(144 sq.m.)Built Up area: 1430 sq.ft. (132.85 sq.m.)Carpet area: 1160 sq.ft. (107.77 sq.m.),1160.0,2,2,3,3.0,North,Relatively New,T69088126,sector 99a,1550.0,1430.0,1160.0,1,0,0,0,0,0,174
emaar mgf palm hills,flat,1.25,8620.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),1450.0,3,4,3,3.0,North,Relatively New,R69655476,sector 77,1450.0,,1177.0,1,1,0,0,0,0,49
sare crescent parc,flat,0.66,4977.0,Carpet area: 1326 (123.19 sq.m.),1326.0,3,2,2,15.0,North,Relatively New,C63784748,sector 92,,,1326.0,0,0,0,0,0,1,44
signature global city,flat,1.25,6082.0,Carpet area: 2055 (190.92 sq.m.),2055.0,3,3,3,4.0,,Under Construction,H69851460,sector 37,,,2055.0,0,0,0,0,0,0,16
unitech vistas,flat,9.0,57507.0,Built Up area: 1565 (145.39 sq.m.),1565.0,3,3,0,7.0,,Undefined,X68863898,sector 70,,1565.0,,0,0,0,0,0,0,0
ambience creacions,flat,4.63,14983.0,Super Built up area 3090(287.07 sq.m.),3090.0,3,5,3+,5.0,North-East,New Property,L69964486,sector 22,3090.0,,,0,1,0,0,1,0,120
dlf regal gardens,flat,1.78,8036.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2215.0,4,4,3+,8.0,South,Relatively New,O69621840,sector 90,2215.0,2000.0,1650.0,0,0,0,0,0,0,126
unitech sunbreeze,flat,1.0,5476.0,Built Up area: 1826 (169.64 sq.m.),1826.0,4,3,0,0.0,,Undefined,L68021304,sector 69,,1826.0,,0,0,0,0,0,0,0
conscient heritage max,flat,1.82,9011.0,Super Built up area 1942(180.42 sq.m.),2020.0,3,4,3+,12.0,North-East,Relatively New,N69573174,sector 102,1942.0,,,0,1,0,0,0,0,101
mahindra luminare,flat,5.8,19173.0,Carpet area: 3025 (281.03 sq.m.),3025.0,3,4,3,16.0,North-East,New Property,M69341604,sector 59,,,3025.0,0,1,0,0,0,2,49
signature global city 81,flat,0.89,8279.0,Carpet area: 1075 (99.87 sq.m.),1075.0,2,2,2,3.0,North,Under Construction,M68963232,sector 81,,,1075.0,0,0,0,0,1,0,20
orchid petals,flat,2.45,11887.0,Super Built up area 2061(191.47 sq.m.),2061.0,3,3,3,0.0,North-East,Relatively New,U70024910,sector 49,2061.0,,,1,0,0,0,0,0,49
independent,house,1.0,74074.0,Plot area 135(12.54 sq.m.)Built Up area: 3750 sq.ft. (348.39 sq.m.),135.0,9,7,3+,3.0,North,Moderately Old,,sector 12,,3750.0,,0,0,1,1,0,0,7
independent,house,7.3,1560.0,Plot area 215(179.77 sq.m.)Built Up area: 5800 sq.yards (4849.54 sq.m.)Carpet area: 5200 sq.yards (4347.86 sq.m.),46795.0,9,9,2,3.0,North-West,Relatively New,,sector 25,,5800.0,5200.0,0,1,1,0,0,2,109
sbr minda sec-1 imt manesar,flat,0.64,4193.0,Carpet area: 1526 (141.77 sq.m.),1526.0,3,2,3+,6.0,East,Old Property,T68302040,sector 1,,,1526.0,0,0,0,0,0,0,51
experion the heartsong,flat,1.2,6825.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1758.0,3,2,3+,11.0,North-East,Relatively New,A69625254,sector 108,1758.0,1550.0,1400.0,0,1,0,1,0,2,174
signature signum 95a,flat,0.4,7782.0,Carpet area: 514 (47.75 sq.m.),514.0,2,2,2,3.0,East,New Property,A68440828,sector 95a,,,514.0,0,0,0,0,0,0,44
independent,house,8.5,26235.0,Plot area 360(301.01 sq.m.),3240.0,5,4,2,1.0,North-East,Moderately Old,,sector 45,,3240.0,,0,1,0,1,0,2,49
conscient heritage max,flat,1.75,9062.0,Super Built up area 1931(179.4 sq.m.),1931.0,3,4,3+,16.0,South,Relatively New,L59898308,sector 102,1931.0,,,0,1,0,0,0,0,134
housing apna enclave,flat,0.39,4105.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),950.0,2,2,1,1.0,North-East,Undefined,E68368414,sector 4,,950.0,750.0,0,0,0,0,0,0,0
unitech aspen greens,house,7.0,32407.0,Plot area 240(200.67 sq.m.),2160.0,4,4,2,2.0,East,Old Property,,sector 50,,2160.0,,0,1,0,0,0,0,29
indiabulls centrum park,flat,2.4,8347.0,Super Built up area 2875(267.1 sq.m.)Built Up area: 2456 sq.ft. (228.17 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2875.0,4,6,3+,15.0,North-East,Relatively New,N68495966,sector 103,2875.0,2456.0,2100.0,0,1,0,0,0,0,156
pyramid urban homes 2,flat,0.41,6905.0,Carpet area: 601 (55.83 sq.m.),594.0,2,2,1,3.0,West,Relatively New,E69867822,sector 86,,,601.0,0,0,0,0,0,0,63
capital residences 360,flat,1.18,8137.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1450.0,2,2,3,7.0,East,New Property,H70121978,sector 70,1450.0,1400.0,1000.0,0,0,0,1,0,0,140
sbtl caladium,flat,1.26,6542.0,Super Built up area 1880(174.66 sq.m.),1926.0,3,2,3,8.0,North-East,Relatively New,Y69512836,sector 109,1880.0,,,0,0,0,0,0,0,103
independent,house,4.25,26235.0,Plot area 180(150.5 sq.m.),1620.0,10,9,3+,4.0,North,Moderately Old,,sector 41,,1620.0,,1,1,0,0,0,2,36
independent,house,6.5,35400.0,Plot area 215(179.77 sq.m.)Built Up area: 215 sq.yards (179.77 sq.m.),1836.0,5,4,3+,3.0,South-East,Moderately Old,,c block sushant lok phase 1,,215.0,,0,1,0,1,0,2,54
sbtl caladium,flat,1.8,7072.0,Super Built up area 2545(236.44 sq.m.)Carpet area: 1527 sq.ft. (141.86 sq.m.),2545.0,3,3,3+,10.0,East,Relatively New,H70072028,sector 109,2545.0,,1527.0,0,0,0,0,0,0,174
dlf the ultima,flat,3.46,12047.0,Super Built up area 2872(266.82 sq.m.),2872.0,4,4,3+,10.0,East,New Property,S69786590,sector 81,2872.0,,,0,1,0,0,0,1,161
ireo the corridors,flat,2.08,12044.0,Super Built up area 1727(160.44 sq.m.),1727.0,3,3,2,6.0,,Under Construction,W32639849,sector 67,1727.0,,,0,0,0,0,1,0,55
pareena mi casa,flat,1.9,9227.0,Carpet area: 2059 (191.29 sq.m.),2059.0,3,3,3+,1.0,,Under Construction,Z64110184,sector 68,,,2059.0,0,1,0,0,0,0,49
signature global orchard avenue,flat,0.36,6715.0,Carpet area: 543.53 (50.5 sq.m.),536.0,2,2,2,6.0,North,Relatively New,I69622378,sector 93,,,543.57695,0,0,0,0,0,0,16
signature global the millennia,flat,0.55,9166.0,Super Built up area 600(55.74 sq.m.),600.0,2,2,3,3.0,,New Property,G68322916,sector 37,600.0,,,0,0,0,0,0,0,53
tata primanti,flat,4.0,13769.0,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2905.0,4,5,3+,9.0,North-East,Relatively New,M69966198,sector 72,2905.0,2800.0,2500.0,0,1,0,0,0,2,165
ramsons kshitij,flat,0.24,53.0,Carpet area: 45966 (4270.38 sq.m.),45283.0,2,2,1,10.0,North-West,Relatively New,F70174220,sector 95,,,45966.0,0,0,0,0,1,0,33
dlf new town heights,house,2.5,7827.0,Plot area 3194(296.73 sq.m.),3194.0,4,5,3+,4.0,West,Moderately Old,,sector 86,,3194.0,,0,1,0,1,1,2,49
the lions cghs,flat,2.05,9534.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),2150.0,4,4,3,7.0,West,Relatively New,J70153716,sector 56,2150.0,2000.0,1950.0,0,1,0,0,1,2,49
godrej,flat,2.0,8453.0,Carpet area: 2366 (219.81 sq.m.),2366.0,3,4,3+,2.0,North-East,Relatively New,O69003136,sector 79,,,2366.0,0,1,0,0,0,2,156
dlf regal gardens,flat,1.15,6325.0,Super Built up area 1818(168.9 sq.m.),1818.0,3,3,3+,18.0,North-West,Relatively New,K65532766,sector 90,1818.0,,,0,0,0,1,0,2,130
unitech escape,house,12.0,37037.0,Carpet area: 360 (301.01 sq.m.),3240.0,5,6,3+,3.0,East,Undefined,,sector 50,,,360.0,0,0,0,0,0,0,66
independent,house,3.15,20349.0,Plot area 172(143.81 sq.m.),1548.0,5,4,3+,2.0,North-East,Moderately Old,,sector 57,,1548.0,,0,0,1,0,0,2,60
ramsons kshitij,flat,0.28,3650.0,Super Built up area 767(71.26 sq.m.),767.0,2,2,2,5.0,North-West,New Property,O48320397,sector 95,767.0,,,0,0,0,0,1,0,0
experion windchants,flat,5.2,10726.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4848.0,4,6,3+,15.0,East,Relatively New,O69129068,sector 112,4848.0,3655.35,3500.0,0,1,0,1,0,2,174
sector 38 rwa,house,4.3,28782.0,Plot area 166(138.8 sq.m.)Built Up area: 165 sq.yards (137.96 sq.m.)Carpet area: 164 sq.yards (137.12 sq.m.),1494.0,9,9,3+,3.0,East,Relatively New,,sector 38,,165.0,164.0,0,0,0,1,1,2,41
bestech park view spa next,flat,2.32,11989.0,Super Built up area 1935(179.77 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1935.0,3,4,3+,14.0,North-East,Moderately Old,S69071370,sector 67,1935.0,,1600.0,0,1,0,0,0,2,59
ramsons kshitij,flat,0.3,3158.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),950.0,2,2,1,11.0,,Undefined,R68021924,sector 95,,950.0,552.0,0,0,0,0,0,0,0
dlf city plots,house,26.0,57206.0,Plot area 505(422.24 sq.m.),4545.0,6,7,3+,2.0,North-East,New Property,,sector 26,,4545.0,,1,1,0,1,1,2,138
ild grand centra,flat,0.95,5220.0,Built Up area: 1820 (169.08 sq.m.),1820.0,3,1,0,0.0,,Undefined,O67903798,sector 37c,,1820.0,,0,0,0,0,0,0,0
bptp amstoria,flat,1.9,8444.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),2250.0,3,3,3+,1.0,North-East,Relatively New,M69712964,sector 102,2727.0,2500.0,2250.0,0,1,0,0,0,0,174
birla navya,house,3.85,15437.0,Carpet area: 2494 (231.7 sq.m.),2494.0,3,3,3+,4.0,,New Property,,sector 63,,,2494.0,0,1,0,0,0,2,160
shree vardhman flora,flat,0.9,4615.0,Super Built up area 1950(181.16 sq.m.),1950.0,3,4,3,4.0,East,Relatively New,R69236068,sector 90,1950.0,,,0,1,0,0,0,0,165
